date,open,high,low,close,volume,amount,turnover_rate
2023-12-26,10.3,10.33,10.14,10.17,351023,357361333.12,0.36
2023-12-27,10.17,10.25,10.09,10.17,343638,348965491.5,0.35
2023-12-28,10.15,10.56,10.1,10.52,789808,821641064.39,0.81
2023-12-29,10.48,10.59,10.39,10.46,614078,642736575.28,0.63
2024-01-02,10.44,10.48,10.15,10.15,811106,830765500.05,0.83
2024-01-03,10.15,10.23,10.04,10.13,610921,618688241.1,0.63
2024-01-04,10.1,10.11,9.89,9.93,851919,847124418.41,0.88
2024-01-05,9.92,10.13,9.88,9.99,739604,741466025.62,0.76
2024-01-08,10.03,10.11,9.81,9.82,658007,652931689.94,0.68
2024-01-09,9.83,9.98,9.73,9.88,530900,523365686.4,0.55
2024-01-10,9.85,9.88,9.72,9.74,608315,595513419.43,0.63
2024-01-11,9.73,9.81,9.62,9.76,731623,710953208.92,0.75
2024-01-12,9.7,9.87,9.66,9.7,718737,701754669.62,0.74
2024-01-15,9.62,9.78,9.44,9.71,785606,756259321.45,0.81
2024-01-16,9.67,9.7,9.48,9.61,659467,632545914.96,0.68
2024-01-17,9.57,9.57,9.31,9.34,795634,748619571.8,0.82
2024-01-18,9.29,9.41,9.13,9.4,893507,828888216.74,0.92
2024-01-19,9.31,9.45,9.27,9.41,609297,572149471.85,0.63
2024-01-22,9.27,9.3,9.0,9.05,937345,859889046.24,0.96
2024-01-23,9.0,9.21,8.93,9.18,781749,711069914.51,0.8
2024-01-24,9.23,9.44,9.1,9.41,844242,784494949.95,0.87
2024-01-25,9.46,9.97,9.42,9.96,1512856,1473854620.67,1.56
2024-01-26,9.95,10.35,9.9,10.2,1621424,1649473060.22,1.67
2024-01-29,10.41,10.45,10.06,10.06,1145297,1167014934.16,1.18
2024-01-30,10.0,10.05,9.79,9.79,797927,790365419.25,0.82
2024-01-31,9.77,9.85,9.56,9.6,674789,652727449.23,0.69
2024-02-01,9.53,9.66,9.42,9.44,627860,598048552.42,0.65
2024-02-02,9.45,9.83,9.17,9.49,912154,869058341.64,0.94
2024-02-05,9.38,9.44,9.03,9.18,1005139,928648159.37,1.03
2024-02-06,9.15,9.56,9.08,9.51,1080198,1009332263.56,1.11
2024-02-07,9.51,9.63,9.42,9.52,1155528,1098891190.88,1.19
2024-02-08,9.66,10.08,9.61,10.06,1346287,1328244722.5,1.39
2024-02-19,10.09,10.1,9.67,9.84,1356870,1329346818.78,1.4
2024-02-20,9.9,10.02,9.78,9.9,908516,897981304.55,0.93
2024-02-21,9.78,10.49,9.69,10.21,1834889,1865477948.76,1.89
2024-02-22,10.12,10.24,10.04,10.15,923217,934646829.85,0.95
2024-02-23,10.16,10.25,10.11,10.2,945695,962524829.09,0.97
2024-02-26,10.17,10.19,9.95,9.98,1105923,1108552738.58,1.14
2024-02-27,9.94,10.07,9.9,10.06,838920,838638644.99,0.86
2024-02-28,10.06,10.16,9.93,9.93,1232697,1239814017.91,1.27
2024-02-29,9.85,10.04,9.84,10.04,1113841,1104648476.49,1.15
2024-03-01,9.99,10.01,9.82,9.89,1092652,1082469101.3,1.12
2024-03-04,9.7,9.7,9.38,9.43,2014191,1908537709.21,2.07
2024-03-05,9.32,9.49,9.2,9.48,1605444,1501309271.94,1.65
2024-03-06,9.39,9.45,9.27,9.33,1038602,971313915.35,1.07
2024-03-07,9.31,9.37,9.21,9.21,1046596,971392354.02,1.08
2024-03-08,9.21,9.24,9.09,9.18,1007475,921569643.09,1.04
2024-03-11,9.29,9.46,9.23,9.46,1556540,1457930557.38,1.6
2024-03-12,9.4,10.2,9.36,10.0,3324021,3258862393.29,3.42
2024-03-13,9.83,9.87,9.66,9.69,1935997,1886154850.34,1.99
2024-03-14,9.64,9.86,9.6,9.71,1381990,1343777192.08,1.42
2024-03-15,9.62,9.71,9.4,9.47,1446177,1371561857.21,1.49
2024-03-18,9.46,9.46,9.32,9.44,1138585,1068187932.89,1.17
2024-03-19,9.39,9.43,9.32,9.33,962478,901173498.01,0.99
2024-03-20,9.3,9.38,9.26,9.36,732955,683305444.97,0.75
2024-03-21,9.36,9.52,9.34,9.4,1157672,1092718088.29,1.19
2024-03-22,9.36,9.37,9.17,9.26,1031186,953270747.22,1.06
2024-03-25,9.28,9.49,9.18,9.34,1209348,1129292103.88,1.24
2024-03-26,9.33,9.52,9.3,9.46,1177544,1108893914.18,1.21
2024-03-27,9.42,9.43,9.2,9.21,915095,850076208.65,0.94
2024-03-28,9.18,9.32,9.17,9.24,671161,621065546.46,0.69
2024-03-29,8.96,9.1,8.89,9.0,1481695,1329611278.9,1.52
2024-04-01,8.94,9.12,8.92,8.98,1438314,1291680174.06,1.48
2024-04-02,8.9,8.91,8.45,8.5,2930946,2516001934.3,3.02
2024-04-03,8.4,8.43,8.19,8.19,1959391,1622199629.18,2.02
2024-04-08,8.05,8.1,7.98,8.0,1520376,1221323510.82,1.56
2024-04-09,8.0,8.06,7.92,7.99,1091806,870698250.3,1.12
2024-04-10,7.98,7.98,7.48,7.58,2471999,1898094787.26,2.54
2024-04-11,7.42,7.51,7.31,7.44,1750992,1298404121.82,1.8
2024-04-12,7.36,7.43,7.09,7.1,2352433,1693174053.71,2.42
2024-04-15,7.02,7.3,7.0,7.14,1789183,1284794022.77,1.84
2024-04-16,7.09,7.25,6.91,7.07,2156642,1523100459.64,2.22
2024-04-17,7.05,7.21,7.02,7.1,2431274,1726349211.41,2.5
2024-04-18,7.02,7.05,6.87,6.88,3068855,2131652932.56,3.16
2024-04-19,6.78,6.85,6.67,6.7,2253929,1519273126.91,2.32
2024-04-22,6.67,6.85,6.63,6.69,1838419,1236158773.69,1.89
2024-04-23,6.7,6.72,6.54,6.57,1794210,1186653928.82,1.85
2024-04-24,6.59,6.61,6.48,6.54,1570541,1025027313.23,1.62
2024-04-25,6.5,6.68,6.48,6.55,1921764,1263789979.54,1.98
2024-04-26,6.56,6.88,6.45,6.87,4055361,2720043894.05,4.17
2024-04-29,6.77,7.56,6.76,7.56,4944660,3593552302.92,5.09
2024-04-30,7.7,7.79,7.35,7.41,6307975,4741698152.7,6.49
2024-05-06,7.63,7.88,7.44,7.46,5244938,3996921702.79,5.4
2024-05-07,7.36,7.68,7.32,7.52,4190289,3134400133.1,4.31
2024-05-08,7.45,7.49,7.19,7.2,2758773,2011058428.72,2.84
2024-05-09,7.24,7.51,7.18,7.3,3258851,2387599395.61,3.35
2024-05-10,7.4,7.65,7.32,7.56,4441031,3327665200.96,4.57
2024-05-13,7.43,7.49,7.33,7.42,2291685,1697406082.75,2.36
2024-05-14,7.42,7.56,7.38,7.46,2287683,1708969777.54,2.35
2024-05-15,7.41,7.98,7.39,7.73,4910563,3781687536.47,5.05
2024-05-16,7.7,8.34,7.69,8.18,6635870,5380018500.89,6.83
2024-05-17,8.33,9.0,8.0,9.0,9247184,7817273219.47,9.52
2024-05-20,9.0,9.45,8.8,9.18,8809696,7992341862.59,9.07
2024-05-21,9.0,9.33,8.93,9.19,4708288,4309702274.24,4.85
2024-05-22,9.24,9.92,9.11,9.4,7193790,6822008313.94,7.4
2024-05-23,9.23,9.56,9.1,9.56,6062271,5631550905.31,6.24
2024-05-24,9.29,9.36,8.94,8.99,4808106,4382155739.12,4.95
2024-05-27,8.82,8.89,8.68,8.87,3411716,2997852875.22,3.51
2024-05-28,8.96,8.99,8.48,8.52,3859230,3349119893.97,3.97
2024-05-29,8.53,8.84,8.5,8.58,2909451,2518232000.1,2.99
2024-05-30,8.49,8.56,8.18,8.27,3216483,2670654188.3,3.31
2024-05-31,8.35,8.44,8.15,8.25,2455017,2035350170.96,2.53
2024-06-03,8.18,8.26,8.01,8.09,2166522,1752503893.94,2.23
2024-06-04,8.08,8.47,7.97,8.36,3468694,2870820826.17,3.57
2024-06-05,8.29,8.32,8.11,8.11,1891027,1544906105.49,1.95
2024-06-06,8.2,8.3,7.93,8.02,1980537,1597579862.91,2.04
2024-06-07,8.02,8.27,8.0,8.17,2326428,1896726563.08,2.39
2024-06-11,8.08,8.24,7.91,8.01,1938258,1562638469.13,1.99
2024-06-12,7.96,8.05,7.85,7.89,1900565,1505150836.91,1.96
2024-06-13,7.95,7.97,7.68,7.71,2272705,1761957337.16,2.34
2024-06-14,7.67,8.12,7.65,7.94,2762137,2181804087.27,2.84
2024-06-17,7.82,7.89,7.62,7.65,2144249,1653410800.2,2.21
2024-06-18,7.65,7.72,7.5,7.53,1769636,1343100883.31,1.82
2024-06-19,7.53,7.58,7.43,7.47,1460033,1093589200.66,1.5
2024-06-20,7.46,7.46,7.2,7.21,1820994,1326647110.42,1.87
2024-06-21,7.23,7.34,7.16,7.19,1460896,1056481862.25,1.5
2024-06-24,7.13,7.14,6.96,6.99,1534809,1077498401.4,1.58
2024-06-25,6.99,7.27,6.96,7.11,2005848,1427598177.58,2.06
2024-06-26,7.05,7.21,7.0,7.19,1341792,953998577.62,1.38
2024-06-27,7.19,7.3,7.0,7.0,1511663,1074603089.28,1.56
2024-06-28,6.95,7.13,6.91,6.93,1585789,1110428251.92,1.63
2024-07-01,6.9,7.33,6.9,7.29,2655329,1911600362.8,2.73
2024-07-02,7.24,7.35,7.1,7.13,1830025,1323852213.21,1.88
2024-07-03,7.13,7.27,7.03,7.16,1623862,1166481740.93,1.67
2024-07-04,7.12,7.14,6.94,6.94,1469395,1029323642.0,1.51
2024-07-05,6.94,7.01,6.83,6.88,1170783,807585335.69,1.2
2024-07-08,6.84,6.84,6.62,6.67,1535081,1027482494.06,1.58
2024-07-09,6.66,6.77,6.56,6.71,1385601,925420799.41,1.43
2024-07-10,6.45,6.73,6.32,6.65,1825180,1200577857.25,1.88
2024-07-11,6.73,6.87,6.64,6.81,1497954,1014005532.41,1.54
2024-07-12,6.88,7.15,6.85,6.95,2275360,1593418741.41,2.34
2024-07-15,6.85,6.93,6.77,6.83,1167585,798121622.69,1.2
2024-07-16,6.85,7.02,6.78,6.92,1352605,937244354.34,1.39
2024-07-17,6.92,7.25,6.9,7.12,2200785,1572785965.44,2.26
2024-07-18,7.12,7.14,6.98,7.14,1239653,875822315.64,1.28
2024-07-19,7.08,7.1,6.91,7.06,1468848,1029465559.33,1.51
2024-07-22,7.09,7.12,6.92,6.98,1031927,720638146.7,1.06
2024-07-23,6.98,7.07,6.84,6.85,974233,679283852.32,1.0
2024-07-24,6.84,6.92,6.64,6.65,1153494,776955423.54,1.19
2024-07-25,6.64,6.79,6.59,6.7,817450,549269039.51,0.84
2024-07-26,6.72,6.95,6.72,6.84,928799,635233939.98,0.96
2024-07-29,6.85,6.87,6.66,6.69,968259,648850195.3,1.0
2024-07-30,6.67,6.8,6.65,6.75,1074764,722985196.94,1.11
2024-07-31,6.73,7.09,6.67,7.09,2048902,1421710736.57,2.11
2024-08-01,7.07,7.15,6.89,6.9,1509050,1050604222.49,1.55
2024-08-02,6.83,6.94,6.8,6.81,1074234,736827197.16,1.11
2024-08-05,6.78,7.02,6.76,6.78,1576610,1085647127.72,1.62
2024-08-06,6.85,6.92,6.77,6.88,1263769,864549135.89,1.3
2024-08-07,6.84,6.85,6.72,6.79,935649,634803152.1,0.96
2024-08-08,6.84,7.1,6.73,6.92,2032811,1406885380.35,2.09
2024-08-09,6.92,7.38,6.89,7.18,3595754,2592540562.25,3.7
2024-08-12,7.15,7.21,6.86,6.88,1928459,1344080180.08,1.98
2024-08-13,6.85,6.88,6.76,6.83,1060586,721869284.48,1.09
2024-08-14,6.83,6.86,6.77,6.78,609928,414625427.62,0.63
2024-08-15,6.77,6.93,6.72,6.91,1275474,875422619.11,1.31
2024-08-16,6.87,6.92,6.79,6.8,915966,624875964.88,0.94
2024-08-19,6.77,6.88,6.74,6.8,749189,510584460.87,0.77
2024-08-20,6.79,6.81,6.66,6.67,861589,578194586.24,0.89
2024-08-21,6.66,6.68,6.53,6.55,1038372,684136991.63,1.07
2024-08-22,6.58,6.64,6.46,6.47,955246,624992997.59,0.98
2024-08-23,6.45,6.48,6.39,6.41,729987,469305149.4,0.75
2024-08-26,6.41,6.58,6.37,6.53,804980,523569278.17,0.83
2024-08-27,6.5,6.51,6.3,6.31,983047,625253327.37,1.01
2024-08-28,6.29,6.31,6.19,6.22,684311,426230451.78,0.7
2024-08-29,6.2,6.28,6.18,6.24,579195,361582699.93,0.6
2024-08-30,6.24,6.86,6.22,6.76,3497342,2335350818.14,3.6
2024-09-02,6.51,6.63,6.42,6.42,2126409,1385023078.66,2.19
2024-09-03,6.41,6.64,6.32,6.52,1581631,1028344274.14,1.63
2024-09-04,6.48,6.76,6.43,6.46,1644098,1079490082.34,1.69
2024-09-05,6.56,6.66,6.49,6.59,1353930,890031080.88,1.39
2024-09-06,6.52,6.57,6.45,6.47,870394,565444151.41,0.9
2024-09-09,6.41,6.45,6.31,6.37,706503,449986330.54,0.73
2024-09-10,6.37,6.41,6.2,6.3,895241,561717015.2,0.92
2024-09-11,6.25,6.38,6.24,6.31,604082,381296490.68,0.62
2024-09-12,6.29,6.41,6.29,6.31,661412,419230413.98,0.68
2024-09-13,6.31,6.4,6.3,6.32,822998,522226718.52,0.85
2024-09-18,6.34,6.55,6.28,6.49,1469491,942138579.0,1.51
2024-09-19,6.54,6.92,6.49,6.77,2840303,1912725713.48,2.92
2024-09-20,6.64,6.92,6.6,6.89,2160539,1465358135.9,2.22
2024-09-23,6.78,7.0,6.77,6.93,1529807,1058509856.29,1.57
2024-09-24,7.07,7.17,6.81,7.12,3244215,2276125011.66,3.34
2024-09-25,7.14,7.68,7.11,7.31,3935250,2940342552.93,4.05
2024-09-26,7.22,8.04,7.22,8.04,5278410,4081867507.52,5.43
2024-09-27,8.52,8.84,8.5,8.84,7002194,6084950923.16,7.21
2024-09-30,9.72,9.72,9.27,9.72,5797266,5592761873.34,5.97
