date,open,high,low,close,volume,amount,turnover_rate
2023-12-26,27.49,27.49,27.16,27.27,365257,997177589.0,0.18
2023-12-27,27.33,27.37,27.05,27.3,410637,1117439216.0,0.2
2023-12-28,27.25,28.13,27.25,27.99,1061063,2953200858.0,0.51
2023-12-29,27.9,28.05,27.77,27.82,655773,1827818811.0,0.32
2024-01-02,27.95,27.96,27.56,27.58,542195,1500865548.0,0.26
2024-01-03,27.58,27.84,27.52,27.77,433956,1200383624.0,0.21
2024-01-04,27.76,27.83,27.36,27.81,637102,1759101593.0,0.31
2024-01-05,27.75,28.78,27.62,28.29,1190633,3376466447.0,0.58
2024-01-08,28.17,28.59,27.95,28.13,816821,2305065736.0,0.4
2024-01-09,28.12,28.28,27.9,28.17,558663,1569684230.0,0.27
2024-01-10,28.02,28.35,28.02,28.05,453640,1277638873.0,0.22
2024-01-11,28.0,28.57,27.85,28.38,735318,2082611272.0,0.36
2024-01-12,28.26,28.78,28.26,28.54,577832,1652242626.0,0.28
2024-01-15,28.5,28.94,28.37,28.77,482452,1383953760.0,0.23
2024-01-16,28.63,29.13,28.6,29.13,853440,2469511282.0,0.41
2024-01-17,29.12,29.58,29.03,29.19,1308601,3843478823.0,0.63
2024-01-18,28.94,29.68,28.6,29.58,1295126,3762050846.0,0.63
2024-01-19,29.37,29.9,29.14,29.73,968616,2865398412.0,0.47
2024-01-22,29.76,30.5,29.7,30.25,1549703,4691297100.0,0.75
2024-01-23,30.01,30.35,29.8,29.99,886056,2661547376.0,0.43
2024-01-24,30.15,30.29,29.38,30.09,974892,2904947629.0,0.47
2024-01-25,30.31,31.0,30.18,30.9,1234509,3791899866.0,0.6
2024-01-26,30.92,31.35,30.66,31.12,1009916,3132788305.0,0.49
2024-01-29,31.2,31.6,31.17,31.35,838824,2632393040.0,0.41
2024-01-30,31.2,31.5,30.78,31.0,743999,2316762500.0,0.36
2024-01-31,30.92,31.19,30.59,30.71,808949,2494516011.0,0.39
2024-02-01,30.67,30.84,30.2,30.42,859700,2621519218.0,0.42
2024-02-02,30.45,30.66,29.64,30.23,987292,2986530108.0,0.48
2024-02-05,30.23,30.95,30.06,30.71,1063979,3246673368.0,0.52
2024-02-06,30.71,31.35,30.6,31.33,1062158,3296036540.0,0.51
2024-02-07,31.42,31.48,30.81,31.31,1110511,3458135329.0,0.54
2024-02-08,31.31,31.45,31.02,31.4,873004,2728137528.0,0.42
2024-02-19,31.99,31.99,31.41,31.62,875490,2770406837.0,0.42
2024-02-20,31.62,31.62,31.29,31.4,606405,1907541533.0,0.29
2024-02-21,31.4,33.39,31.35,33.0,1528656,5003152628.0,0.74
2024-02-22,32.81,32.95,32.39,32.8,752760,2461009465.0,0.36
2024-02-23,32.81,33.4,32.62,32.95,639849,2118316307.0,0.31
