date,open,high,low,close,volume,amount,turnover_rate
2022-05-13,3.14,3.2,3.1,3.19,1661108,525892720.0,0.93
2022-05-16,3.23,3.37,3.18,3.24,3029956,986484704.0,1.7
2022-05-17,3.24,3.24,3.12,3.16,1713655,541065952.0,0.96
2022-05-18,3.16,3.46,3.15,3.34,3828205,1271060192.0,2.15
2022-05-19,3.3,3.35,3.25,3.34,2467266,812361536.0,1.38
2022-05-20,3.33,3.41,3.29,3.35,2355157,785525200.0,1.32
2022-05-23,3.34,3.41,3.26,3.31,1700654,566289312.0,0.95
2022-05-24,3.32,3.45,3.31,3.33,2750577,931626048.0,1.54
2022-05-25,3.33,3.48,3.29,3.46,2479342,843778304.0,1.39
2022-05-26,3.48,3.56,3.38,3.42,1940601,668165056.0,1.09
2022-05-27,3.44,3.53,3.4,3.52,2042784,709554880.0,1.15
2022-05-30,3.54,3.57,3.45,3.48,1691947,589770512.0,0.95
2022-05-31,3.52,3.6,3.48,3.6,2003223,709820480.0,1.12
2022-06-01,3.6,3.6,3.45,3.51,2190482,769355520.0,1.23
2022-06-02,3.5,3.53,3.43,3.5,2270666,790690656.0,1.27
2022-06-06,3.47,3.65,3.43,3.65,2825445,1000105792.0,1.58
2022-06-07,3.61,3.7,3.56,3.6,1983921,716628384.0,1.11
2022-06-08,3.6,3.7,3.56,3.69,1893096,687571280.0,1.06
2022-06-09,3.67,3.84,3.66,3.76,2217427,838566496.0,1.24
2022-06-10,3.72,3.83,3.69,3.8,2063229,777681936.0,1.16
2022-06-13,3.77,3.82,3.67,3.73,2320921,867876736.0,1.3
2022-06-14,3.68,3.81,3.67,3.8,1565547,587777696.0,0.88
2022-06-15,3.79,3.84,3.7,3.72,1940110,726883536.0,1.09
2022-06-16,3.71,3.76,3.62,3.69,1677204,618595200.0,0.94
2022-06-17,3.68,3.8,3.63,3.78,2156261,801856448.0,1.21
2022-06-20,3.8,3.83,3.73,3.77,1873292,709418320.0,1.05
2022-06-21,3.78,4.01,3.78,3.96,2738868,1072196384.0,1.54
2022-06-22,3.95,4.01,3.88,3.89,1799912,708534768.0,1.01
2022-06-23,3.89,3.91,3.7,3.78,2497900,943331888.0,1.4
2022-06-24,3.79,3.79,3.7,3.74,1553463,580964400.0,0.87
2022-06-27,3.76,3.76,3.63,3.72,2191548,811648128.0,1.23
2022-06-28,3.72,3.84,3.7,3.77,1630805,613591712.0,0.91
2022-06-29,3.74,4.02,3.73,3.92,2890387,1121842384.0,1.62
2022-06-30,3.93,3.99,3.85,3.91,1635123,641700496.0,0.92
2022-07-01,3.92,4.02,3.89,3.98,1705094,677629456.0,0.96
2022-07-04,3.96,4.17,3.94,4.06,2871197,1168568912.0,1.61
2022-07-05,4.04,4.21,4.03,4.13,2091629,864511024.0,1.17
2022-07-06,4.13,4.22,4.04,4.08,1565310,640555872.0,0.88
2022-07-07,4.1,4.18,4.03,4.07,2133715,872626704.0,1.2
2022-07-08,4.11,4.2,4.06,4.16,1758703,726913840.0,0.99
2022-07-11,4.2,4.32,4.17,4.3,2742974,1170580864.0,1.54
2022-07-12,4.29,4.41,4.19,4.22,2949768,1266552182.0,1.65
2022-07-13,4.22,4.42,4.15,4.39,2215079,954223802.0,1.24
