date,open,high,low,close,volume,amount,turnover_rate
2022-05-13,56.52,57.17,56.2,57.01,244320,1386786848.0,0.36
2022-05-16,57.52,58.75,55.55,56.2,286645,1624257216.0,0.42
2022-05-17,56.0,57.5,55.7,57.39,228314,1301041280.0,0.33
2022-05-18,57.5,57.67,55.92,56.63,222697,1258738704.0,0.33
2022-05-19,55.79,56.19,55.33,55.82,201959,1125169392.0,0.3
2022-05-20,55.9,57.12,55.36,56.9,266085,1502431008.0,0.39
2022-05-23,56.35,56.5,54.09,54.31,557831,3054327104.0,0.82
2022-05-24,54.06,54.69,53.55,53.79,263463,1425290688.0,0.38
2022-05-25,53.5,53.8,53.0,53.4,221974,1182899104.0,0.32
2022-05-26,53.4,54.08,51.8,53.82,423828,2242918336.0,0.62
2022-05-27,54.43,54.79,53.01,53.12,352557,1897823152.0,0.52
2022-05-30,53.15,53.8,53.01,53.4,216385,1152606784.0,0.32
2022-05-31,53.49,54.48,53.1,54.48,355099,1910341888.0,0.52
2022-06-01,54.3,54.77,53.85,54.27,292058,1584914304.0,0.43
2022-06-02,52.76,52.78,52.08,52.56,275846,1445923344.0,0.4
2022-06-06,52.58,52.93,51.58,52.79,365209,1916117648.0,0.53
2022-06-07,52.5,53.13,52.1,53.0,291695,1540591776.0,0.43
2022-06-08,53.01,53.8,52.53,52.99,362977,1921801472.0,0.53
2022-06-09,52.85,53.15,52.19,52.38,286836,1507868960.0,0.42
2022-06-10,52.11,52.34,51.75,52.25,300349,1563195296.0,0.44
2022-06-13,51.8,51.85,50.66,51.06,404263,2064281840.0,0.59
2022-06-14,50.3,51.56,50.12,51.43,348424,1764306400.0,0.51
2022-06-15,51.12,55.0,51.12,54.44,915078,4906858752.0,1.34
2022-06-16,54.47,54.93,53.49,53.83,359382,1942251728.0,0.53
2022-06-17,53.03,55.41,52.52,54.76,538134,2909185792.0,0.79
2022-06-20,55.16,57.55,55.16,57.06,765309,4349794560.0,1.12
2022-06-21,57.1,58.39,56.65,57.29,537077,3093973216.0,0.78
2022-06-22,57.27,57.27,56.0,56.0,297211,1674082880.0,0.43
2022-06-23,55.96,56.47,55.3,55.99,304532,1698132576.0,0.44
2022-06-24,55.99,58.95,55.76,57.8,732011,4236370544.0,1.07
2022-06-27,58.3,60.08,58.3,59.1,581584,3454900576.0,0.85
2022-06-28,59.6,59.6,58.45,59.1,322522,1902451600.0,0.47
2022-06-29,59.48,60.64,59.21,59.27,420723,2520771104.0,0.61
2022-06-30,59.36,60.66,59.0,60.39,370539,2223920752.0,0.54
2022-07-01,60.19,60.19,58.16,58.79,337857,1992141904.0,0.49
2022-07-04,57.54,60.06,57.54,59.97,313750,1867732496.0,0.46
2022-07-05,59.75,61.49,58.9,59.54,283847,1695670016.0,0.41
2022-07-06,60.05,61.03,58.67,59.28,307640,1828885008.0,0.45
2022-07-07,59.02,59.8,58.5,58.7,197472,1165987952.0,0.29
2022-07-08,59.12,59.12,57.9,58.58,227250,1326085872.0,0.33
2022-07-11,58.26,59.2,57.72,58.9,273547,1600533216.0,0.4
2022-07-12,59.05,60.88,59.05,60.1,408104,2451083764.0,0.6
2022-07-13,60.08,60.25,58.03,58.3,387901,2277523772.29,0.57
2022-07-14,59.0,59.19,55.85,56.2,545200,3101127518.64,0.8
2022-07-15,55.8,56.58,55.15,55.2,302679,1686983213.61,0.44
2022-07-18,55.2,55.88,54.0,55.29,235494,1297826116.98,0.34
2022-07-19,55.1,55.66,54.76,55.03,197097,1084831637.01,0.29
2022-07-20,55.47,56.35,55.1,55.43,217052,1207951153.93,0.32
2022-07-21,55.5,55.9,54.8,54.89,163847,902059283.76,0.24
2022-07-22,54.65,55.47,54.3,55.09,186461,1022770982.77,0.27
2022-07-25,55.1,56.72,55.01,56.45,360274,2023496096.02,0.53
2022-07-26,56.5,57.86,56.37,57.4,263042,1507831169.3,0.38
2022-07-27,57.2,57.25,55.77,55.92,244410,1372601234.98,0.36
2022-07-28,56.0,56.14,55.51,55.75,146147,815071057.21,0.21
2022-07-29,55.95,56.2,54.78,54.98,237474,1312270361.9,0.35
2022-08-01,55.25,55.3,54.08,54.61,186467,1017042233.73,0.27
2022-08-02,54.08,54.1,52.9,53.6,260486,1393045271.36,0.38
2022-08-03,53.21,54.01,52.08,52.25,318780,1682530015.52,0.47
2022-08-04,52.4,52.77,52.1,52.5,135291,709252637.11,0.2
