date,open,high,low,close,volume,amount,turnover_rate
2022-05-13,3.97,4.07,3.97,4.05,249568,100761699.0,1.39
2022-05-16,4.05,4.06,4.0,4.03,210788,84895341.0,1.18
2022-05-17,4.04,4.06,3.96,3.98,150744,60126328.0,0.84
2022-05-18,3.97,4.01,3.92,3.95,241087,95412734.0,1.35
2022-05-19,3.91,3.95,3.86,3.95,221662,86818281.0,1.24
2022-05-20,3.95,4.0,3.93,3.96,194629,77120466.0,1.09
2022-05-23,3.95,3.98,3.93,3.96,150057,59313967.0,0.84
2022-05-24,3.97,3.98,3.79,3.8,248373,96477717.0,1.39
2022-05-25,3.79,4.03,3.79,4.02,422551,166489180.0,2.36
2022-05-26,4.06,4.16,4.04,4.12,464515,191130096.0,2.59
2022-05-27,4.12,4.14,4.04,4.06,254065,103657555.0,1.42
2022-05-30,4.04,4.17,4.0,4.13,329069,134408069.0,1.84
2022-05-31,4.12,4.2,4.09,4.16,334076,138652359.0,1.87
2022-06-01,4.14,4.15,4.07,4.13,232470,95606926.0,1.3
2022-06-02,4.13,4.16,4.09,4.13,168082,69407740.0,0.94
2022-06-06,4.12,4.14,3.99,4.13,209270,85904086.0,1.17
2022-06-07,4.12,4.25,4.12,4.17,266761,111592284.0,1.49
2022-06-08,4.23,4.47,4.21,4.41,908507,396908608.0,5.07
2022-06-09,4.37,4.5,4.2,4.23,704178,305266640.0,3.93
2022-06-10,4.22,4.34,4.11,4.3,489736,208722510.0,2.74
2022-06-13,4.26,4.31,4.08,4.16,540126,225098625.0,3.02
2022-06-14,4.12,4.19,4.05,4.19,424482,175790020.0,2.37
2022-06-15,4.19,4.23,4.13,4.15,380169,158849582.0,2.12
2022-06-16,4.16,4.21,4.05,4.07,416159,171155520.0,2.32
2022-06-17,4.05,4.08,3.98,4.03,337834,135988707.0,1.89
2022-06-20,4.05,4.2,4.02,4.14,426238,176161489.0,2.38
2022-06-21,4.19,4.29,4.15,4.2,482218,203232037.0,2.69
2022-06-22,4.19,4.22,4.09,4.1,267851,111069128.0,1.5
2022-06-23,4.1,4.12,4.05,4.09,299022,122074015.0,1.67
2022-06-24,4.1,4.1,4.02,4.04,312251,126491450.0,1.74
2022-06-27,4.08,4.1,3.99,4.01,366283,147763258.0,2.05
2022-06-28,4.02,4.08,4.01,4.06,278495,112945771.0,1.56
2022-06-29,4.06,4.06,3.98,3.98,254708,102448655.0,1.42
2022-06-30,4.0,4.03,3.97,3.99,259613,103802792.0,1.45
2022-07-01,4.0,4.12,3.99,4.06,407664,165991633.0,2.28
2022-07-04,4.06,4.47,4.06,4.47,608667,266535890.0,3.4
2022-07-05,4.47,4.74,4.37,4.61,2088620,953383408.0,11.67
2022-07-06,4.47,4.65,4.38,4.42,1144146,512678704.0,6.39
2022-07-07,4.44,4.69,4.44,4.55,1082024,494459120.0,6.04
2022-07-08,4.56,4.75,4.52,4.7,1156997,540003584.0,6.46
2022-07-11,4.7,5.17,4.67,4.94,1902195,941661344.0,10.62
2022-07-12,4.8,5.0,4.75,4.94,1310842,640434309.73,7.32
2022-07-13,4.83,5.01,4.69,4.93,1084772,527403835.82,6.06
2022-07-14,4.98,5.1,4.88,4.9,1150099,569938674.57,6.42
2022-07-15,4.82,5.05,4.79,4.88,908482,444403858.36,5.07
2022-07-18,4.87,4.91,4.77,4.84,851892,413174698.67,4.76
2022-07-19,4.86,4.91,4.76,4.82,567920,273999140.2,2.51
2022-07-20,4.84,4.85,4.7,4.79,469788,223643037.62,2.07
2022-07-21,4.8,4.8,4.64,4.67,404821,190245511.64,1.79
2022-07-22,4.69,4.78,4.66,4.72,439284,207493914.86,1.94
2022-07-25,4.71,4.77,4.6,4.64,305313,142390810.15,1.35
2022-07-26,4.64,4.65,4.56,4.6,380458,175028406.6,1.68
2022-07-27,4.59,4.65,4.57,4.64,269768,124370385.46,1.19
