序号,日期,总资产,现金,股票市值,601088_持股,601225_持股,600985_持股,002738_持股,000933_持股,000807_持股,601898_持股,002460_持股,600079_持股,603345_持股
1,2021-01-08,61805417.0,4500000.0,57305417.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
2,2021-01-15,62868872.0,4500000.0,58368872.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
3,2021-01-22,66154475.0,4500000.0,61654475.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
4,2021-01-29,55902586.0,4500000.0,51402586.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
5,2021-02-05,52628290.0,4500000.0,48128290.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
6,2021-02-10,60655805.0,4500000.0,56155805.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
7,2021-02-19,85698330.0,4500000.0,81198330.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
8,2021-02-26,67873629.0,4500000.0,63373629.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
9,2021-03-05,71219590.0,4500000.0,66719590.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
10,2021-03-12,82282207.0,4500000.0,77782207.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
11,2021-03-19,77122309.0,4500000.0,72622309.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
12,2021-03-26,68953149.0,4500000.0,64453149.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
13,2021-04-02,74182187.0,4500000.0,69682187.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
14,2021-04-09,79475987.0,4500000.0,74975987.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
15,2021-04-16,80724036.0,4500000.0,76224036.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
16,2021-04-23,84221105.0,4500000.0,79721105.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
17,2021-04-30,81446515.0,4500000.0,76946515.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
18,2021-05-07,94365864.0,4500000.0,89865864.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
19,2021-05-14,91226653.0,4500000.0,86726653.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
20,2021-05-21,85968929.0,4500000.0,81468929.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
21,2021-05-28,90664291.0,4500000.0,86164291.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
22,2021-06-04,91389026.0,4500000.0,86889026.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
23,2021-06-11,97019134.0,4500000.0,92519134.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
24,2021-06-18,86861337.0,4500000.0,82361337.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
25,2021-06-25,95518554.0,4500000.0,91018554.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
26,2021-07-02,82373737.0,4500000.0,77873737.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
27,2021-07-09,83681923.0,4500000.0,79181923.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
28,2021-07-16,95503777.0,4500000.0,91003777.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
29,2021-07-23,96814325.0,4500000.0,92314325.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
30,2021-07-30,94602836.0,4500000.0,90102836.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
31,2021-08-06,88599274.0,4500000.0,84099274.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
32,2021-08-13,98398205.0,4500000.0,93898205.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
33,2021-08-20,89730073.0,4500000.0,85230073.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
34,2021-08-27,108966061.0,4500000.0,104466061.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
35,2021-09-03,130615992.0,4500000.0,126115992.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
36,2021-09-10,149489460.0,4500000.0,144989460.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
37,2021-09-17,150381056.0,4500000.0,145881056.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
38,2021-09-24,141063720.0,4500000.0,136563720.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
39,2021-09-30,135312368.0,4500000.0,130812368.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
40,2021-10-08,129033312.0,4500000.0,124533312.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
41,2021-10-15,130998185.0,4500000.0,126498185.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
42,2021-10-22,123993235.0,4500000.0,119493235.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
43,2021-10-29,104955277.0,4500000.0,100455277.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
44,2021-11-05,94568041.0,4500000.0,90068041.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
45,2021-11-12,91366576.0,4500000.0,86866576.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
46,2021-11-19,98481511.0,4500000.0,93981511.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
47,2021-11-26,99127630.0,4500000.0,94627630.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
48,2021-12-03,113009576.0,4500000.0,108509576.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
49,2021-12-10,107265997.0,4500000.0,102765997.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
50,2021-12-17,110885061.0,4500000.0,106385061.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
51,2021-12-24,104504780.0,4500000.0,100004780.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
52,2021-12-31,102170172.0,4500000.0,97670172.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
53,2022-01-07,101346257.0,4500000.0,96846257.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
54,2022-01-14,103336049.0,4500000.0,98836049.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
55,2022-01-21,117036490.0,4500000.0,112536490.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
56,2022-01-28,106421770.0,4500000.0,101921770.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
57,2022-02-11,132410470.0,4500000.0,127910470.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
58,2022-02-18,139333062.0,4500000.0,134833062.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
59,2022-02-25,134739113.0,4500000.0,130239113.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
60,2022-03-04,152812471.0,4500000.0,148312471.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
61,2022-03-11,143801266.0,4500000.0,139301266.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
62,2022-03-18,139103203.0,4500000.0,134603203.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
63,2022-03-25,150955224.0,4500000.0,146455224.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
64,2022-04-01,164290406.0,4500000.0,159790406.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
65,2022-04-08,166976843.0,4500000.0,162476843.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
66,2022-04-15,176586303.0,4500000.0,172086303.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
