序号,日期,总资产,现金,股票市值,601088_持股,601225_持股,600985_持股,002738_持股,000933_持股,000807_持股,601898_持股,002460_持股,600079_持股,603345_持股
67,2022-04-22,160280876.0,4500000.0,155780876.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
68,2022-04-29,149980383.0,4500000.0,145480383.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
69,2022-05-06,144593479.0,4500000.0,140093479.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
70,2022-05-13,165280183.0,4500000.0,160780183.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
71,2022-05-20,178852603.0,4500000.0,174352603.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
72,2022-05-27,197536109.0,4500000.0,193036109.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
73,2022-06-02,189169287.0,4500000.0,184669287.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
74,2022-06-10,222707955.0,4500000.0,218207955.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
75,2022-06-17,211988916.0,4500000.0,207488916.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
76,2022-06-24,198726521.0,4500000.0,194226521.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
77,2022-07-01,223382927.0,4500000.0,218882927.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
78,2022-07-08,220122992.0,4500000.0,215622992.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
79,2022-07-15,208633032.0,4500000.0,204133032.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
80,2022-07-22,202525595.0,4500000.0,198025595.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
81,2022-07-29,208779106.0,4500000.0,204279106.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
82,2022-08-05,202865495.0,4500000.0,198365495.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
83,2022-08-12,233170816.0,4500000.0,228670816.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
84,2022-08-19,234922757.99999997,4500000.0,230422757.99999997,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
85,2022-08-26,256815956.0,4500000.0,252315956.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
86,2022-09-02,255392653.0,4500000.0,250892653.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
87,2022-09-09,286082815.0,4500000.0,281582815.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
88,2022-09-16,254132379.0,4500000.0,249632379.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
89,2022-09-23,260797922.0,4500000.0,256297922.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
90,2022-09-30,254220700.0,4500000.0,249720700.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
91,2022-10-14,242358399.0,4500000.0,237858399.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
92,2022-10-21,236294795.0,4500000.0,231794795.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
93,2022-10-28,233232465.0,4500000.0,228732465.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
94,2022-11-04,228983695.0,4500000.0,224483695.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
95,2022-11-11,232253003.0,4500000.0,227753003.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
96,2022-11-18,211208199.0,4500000.0,206708199.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
97,2022-11-25,225531529.0,4500000.0,221031529.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
98,2022-12-02,213142302.0,4500000.0,208642302.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
99,2022-12-09,220387820.0,4500000.0,215887820.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
100,2022-12-16,210957840.0,4500000.0,206457840.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
101,2022-12-23,198547353.0,4500000.0,194047353.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
102,2022-12-30,200164767.0,4500000.0,195664767.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
103,2023-01-06,205393660.0,4500000.0,200893660.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
104,2023-01-13,218272073.0,4500000.0,213772073.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
105,2023-01-20,225354230.0,4500000.0,220854230.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
106,2023-02-03,218839862.0,4500000.0,214339862.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
107,2023-02-10,210414069.0,4500000.0,205914069.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
108,2023-02-17,206575362.0,4500000.0,202075362.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
109,2023-02-24,222421074.0,4500000.0,217921074.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
110,2023-03-03,225887591.0,4500000.0,221387591.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
111,2023-03-10,215220804.0,4500000.0,210720804.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
112,2023-03-17,210038484.0,4500000.0,205538484.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
113,2023-03-24,215076623.0,4500000.0,210576623.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
114,2023-03-31,224768345.0,4500000.0,220268345.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
115,2023-04-07,217286775.0,4500000.0,212786775.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
116,2023-04-14,217578998.0,4500000.0,213078998.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
117,2023-04-21,222341439.0,4500000.0,217841439.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
118,2023-04-28,217149852.0,4500000.0,212649852.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
119,2023-05-05,217789647.0,4500000.0,213289647.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
120,2023-05-12,221577331.0,4500000.0,217077331.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
121,2023-05-19,222789113.0,4500000.0,218289113.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
122,2023-05-26,195189270.0,4500000.0,190689270.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
123,2023-06-02,187341619.0,4500000.0,182841619.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
124,2023-06-09,196831767.0,4500000.0,192331767.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
125,2023-06-16,198872319.0,4500000.0,194372319.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
126,2023-06-21,192247797.0,4500000.0,187747797.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
127,2023-06-30,197737263.0,4500000.0,193237263.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
128,2023-07-07,208938042.0,4500000.0,204438042.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
129,2023-07-14,208192245.0,4500000.0,203692245.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
130,2023-07-21,200896073.0,4500000.0,196396073.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
131,2023-07-28,207651634.0,4500000.0,203151634.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
132,2023-08-04,201707855.0,4500000.0,197207855.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
133,2023-08-11,201888357.0,4500000.0,197388357.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
134,2023-08-18,198758147.0,4500000.0,194258147.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
135,2023-08-25,201848410.0,4500000.0,197348410.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
136,2023-09-01,220132154.0,4500000.0,215632154.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
137,2023-09-08,224866828.0,4500000.0,220366828.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
138,2023-09-15,227851018.0,4500000.0,223351018.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
139,2023-09-22,231272778.0,4500000.0,226772778.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
140,2023-09-28,229490604.0,4500000.0,224990604.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
141,2023-10-13,229253196.0,4500000.0,224753196.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
142,2023-10-20,224020909.0,4500000.0,219520909.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
143,2023-10-27,220589995.0,4500000.0,216089995.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
144,2023-11-03,221280912.0,4500000.0,216780912.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
145,2023-11-10,225962221.0,4500000.0,221462221.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
146,2023-11-17,226484994.0,4500000.0,221984994.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
147,2023-11-24,234690448.0,4500000.0,230190448.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
148,2023-12-01,237780848.0,4500000.0,233280848.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
149,2023-12-08,233620095.99999997,4500000.0,229120095.99999997,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
150,2023-12-15,234673320.99999997,4500000.0,230173320.99999997,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
151,2023-12-22,248252175.0,4500000.0,243752175.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
152,2023-12-29,253887224.0,4500000.0,249387224.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
153,2024-01-05,268336577.0,4500000.0,263836577.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
154,2024-01-12,273241995.0,4500000.0,268741995.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
155,2024-01-19,271530547.0,4500000.0,267030547.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,0
156,2024-01-26,289071661.3936,4056339.3936,285015322.0,436000,10000000,416600,279300,1785700,515400,681800,0,0,5800
157,2024-02-02,285638749.39918,2959652.3991799997,282679097.0,436000,10000000,416600,293700,1785700,515400,681800,11300,0,10700
158,2024-02-08,291995984.04958,2399523.0495799994,289596461.0,436000,10000000,416600,303500,1785700,515400,681800,19100,0,10700
159,2024-02-23,320479854.4899,3140019.4898999995,317339835.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
160,2024-03-01,312890431.4899,3140019.4898999995,309750412.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
161,2024-03-08,332653296.4899,3140019.4898999995,329513277.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
162,2024-03-15,302542649.4899,3140019.4898999995,299402630.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
163,2024-03-22,308634886.4899,3140019.4898999995,305494867.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
164,2024-03-29,307016172.4899,3140019.4898999995,303876153.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
165,2024-04-03,320753403.4899,3140019.4898999995,317613384.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
166,2024-04-12,326428414.4899,3140019.4898999995,323288395.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
167,2024-04-19,337726128.4899,3140019.4898999995,334586109.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
168,2024-04-26,311079735.4899,3140019.4898999995,307939716.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
169,2024-04-30,306217802.4899,3140019.4898999995,303077783.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
170,2024-05-10,315852694.4899,3140019.4898999995,312712675.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
171,2024-05-17,307621394.4899,3140019.4898999995,304481375.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
172,2024-05-24,318848150.4899,3140019.4898999995,315708131.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
173,2024-05-31,326350000.4899,3140019.4898999995,323209981.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
174,2024-06-07,333115187.4899,3140019.4898999995,329975168.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
175,2024-06-14,338944183.4899,3140019.4898999995,335804164.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
176,2024-06-21,334817965.4899,3140019.4898999995,331677946.0,436000,10000000,375000,303500,1785700,515400,681800,19100,0,10700
177,2024-06-28,329402569.3287,4873622.3286999995,324528947.0,392400,10000000,375000,303500,1785700,515400,681800,19100,0,10700
178,2024-07-05,333720773.3287,4873622.3286999995,328847151.0,392400,10000000,375000,303500,1785700,515400,681800,19100,0,10700
179,2024-07-12,320122282.3287,4873622.3286999995,315248660.0,392400,10000000,375000,303500,1785700,515400,681800,19100,0,10700
180,2024-07-19,321453356.3287,4873622.3286999995,316579734.0,392400,10000000,375000,303500,1785700,515400,681800,19100,0,10700
181,2024-07-26,300378431.3287,4873622.3286999995,295504809.0,392400,10000000,375000,303500,1785700,515400,681800,19100,0,10700
182,2024-08-02,294664969.3287,4873622.3286999995,289791347.0,392400,10000000,375000,303500,1785700,515400,681800,19100,0,10700
183,2024-08-09,288721846.3287,4873622.3286999995,283848224.0,392400,10000000,375000,303500,1785700,515400,681800,19100,0,10700
184,2024-08-16,306160324.3287,4873622.3286999995,301286702.0,392400,10000000,375000,303500,1785700,515400,681800,19100,0,10700
185,2024-08-23,297167454.3287,4873622.3286999995,292293832.0,392400,10000000,375000,303500,1785700,515400,681800,19100,0,10700
186,2024-08-30,308250693.3287,4873622.3286999995,303377071.0,392400,10000000,375000,303500,1785700,515400,681800,19100,0,10700
187,2024-09-06,285360083.3287,4873622.3286999995,280486461.0,392400,10000000,375000,303500,1785700,515400,681800,19100,0,10700
188,2024-09-13,279384075.66245997,4387237.662459999,274996838.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
189,2024-09-20,295476191.66245997,4387237.662459999,291088954.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
190,2024-09-27,338993359.66245997,4387237.662459999,334606122.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
191,2024-09-30,354518591.66245997,4387237.662459999,350131354.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
192,2024-10-11,326819460.66245997,4387237.662459999,322432223.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
193,2024-10-18,324120089.66245997,4387237.662459999,319732852.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
194,2024-10-25,322981823.66245997,4387237.662459999,318594586.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
195,2024-11-01,324635814.66245997,4387237.662459999,320248577.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
196,2024-11-08,318176236.66245997,4387237.662459999,313788999.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
197,2024-11-15,308156354.66245997,4387237.662459999,303769117.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
198,2024-11-22,302550774.66245997,4387237.662459999,298163537.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
199,2024-11-29,302024237.66245997,4387237.662459999,297637000.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
200,2024-12-06,319862848.66245997,4387237.662459999,315475611.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
201,2024-12-13,319549505.66245997,4387237.662459999,315162268.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
202,2024-12-20,305208496.66245997,4387237.662459999,300821259.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
203,2024-12-27,296687279.66245997,4387237.662459999,292300042.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
204,2025-01-03,306105691.66245997,4387237.662459999,301718454.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
205,2025-01-10,290793544.66245997,4387237.662459999,286406307.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
206,2025-01-17,294610279.66245997,4387237.662459999,290223042.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
207,2025-01-24,288888048.66245997,4387237.662459999,284500811.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
208,2025-01-27,292050073.66245997,4387237.662459999,287662836.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
209,2025-02-07,285722738.66245997,4387237.662459999,281335501.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
210,2025-02-14,283480195.66245997,4387237.662459999,279092958.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
211,2025-02-21,264273604.66246,4387237.662459999,259886367.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
212,2025-02-28,258964218.66246,4387237.662459999,254576981.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
213,2025-03-07,264458280.66246,4387237.662459999,260071043.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
214,2025-03-14,277292771.66245997,4387237.662459999,272905534.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
215,2025-03-21,271333697.66246,4387237.662459999,266946460.00000003,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
216,2025-03-28,270526705.66245997,4387237.662459999,266139468.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
217,2025-04-03,271882304.66246,4387237.662459999,267495067.00000003,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
218,2025-04-11,255232065.66246,4387237.662459999,250844828.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
219,2025-04-18,269110182.66245997,4387237.662459999,264722945.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
220,2025-04-25,266208600.66246,4387237.662459999,261821363.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
221,2025-04-30,257851578.66246,4387237.662459999,253464341.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
222,2025-05-09,261439850.66246,4387237.662459999,257052613.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
223,2025-05-16,268990531.66245997,4387237.662459999,264603294.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
224,2025-05-23,276735831.66245997,4387237.662459999,272348594.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
225,2025-05-30,275845903.66245997,4387237.662459999,271458666.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
226,2025-06-06,267831759.66246,4387237.662459999,263444522.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
227,2025-06-13,266413946.66246,4387237.662459999,262026709.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
228,2025-06-20,266125401.66246,4387237.662459999,261738164.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
229,2025-06-27,274125498.66245997,4387237.662459999,269738261.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
230,2025-07-04,276609947.66245997,4387237.662459999,272222710.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
231,2025-07-11,275824324.66245997,4387237.662459999,271437087.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
232,2025-07-18,273532910.66245997,4387237.662459999,269145673.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
233,2025-07-25,296914960.66245997,4387237.662459999,292527723.0,392400,10000000,375000,303500,1785700,515400,681800,19100,30400,10700
