序号,日期,总资产,现金,股票市值,601088_持股,601225_持股,600985_持股,002738_持股,000933_持股,000807_持股,601898_持股,002460_持股,600079_持股,603345_持股
1,2021-01-08,14998391.0,4500000.0,10498391.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
2,2021-01-15,14180248.0,4500000.0,9680248.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
3,2021-01-22,14574832.0,4500000.0,10074832.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
4,2021-01-29,13314475.0,4500000.0,8814475.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
5,2021-02-05,12835698.0,4500000.0,8335698.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
6,2021-02-10,14064505.0,4500000.0,9564505.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
7,2021-02-19,16223587.0,4500000.0,11723587.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
8,2021-02-26,15315266.0,4500000.0,10815266.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
9,2021-03-05,15678883.0,4500000.0,11178883.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
10,2021-03-12,17217957.0,4500000.0,12717957.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
11,2021-03-19,16729552.0,4500000.0,12229552.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
12,2021-03-26,15813108.0,4500000.0,11313108.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
13,2021-04-02,16620201.0,4500000.0,12120201.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
14,2021-04-09,17406266.0,4500000.0,12906266.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
15,2021-04-16,18008887.0,4500000.0,13508887.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
16,2021-04-23,18711775.0,4500000.0,14211775.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
17,2021-04-30,18592948.0,4500000.0,14092948.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
18,2021-05-07,20603132.0,4500000.0,16103132.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
19,2021-05-14,20112983.0,4500000.0,15612983.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
20,2021-05-21,19597804.0,4500000.0,15097804.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
21,2021-05-28,20135561.0,4500000.0,15635561.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
22,2021-06-04,20184047.0,4500000.0,15684047.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
23,2021-06-11,20961052.0,4500000.0,16461052.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
24,2021-06-18,19379509.0,4500000.0,14879509.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
25,2021-06-25,20460025.0,4500000.0,15960025.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
26,2021-07-02,18812652.0,4500000.0,14312652.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
27,2021-07-09,19891869.0,4500000.0,15391869.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
28,2021-07-16,21678552.0,4500000.0,17178552.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
29,2021-07-23,21759155.0,4500000.0,17259155.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
30,2021-07-30,21007834.0,4500000.0,16507834.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
31,2021-08-06,20042291.0,4500000.0,15542291.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
32,2021-08-13,22001836.0,4500000.0,17501836.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
33,2021-08-20,21130857.0,4500000.0,16630857.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
34,2021-08-27,23831400.0,4500000.0,19331400.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
35,2021-09-03,25080793.0,4500000.0,20580793.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
36,2021-09-10,28797515.0,4500000.0,24297515.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
37,2021-09-17,28850318.0,4500000.0,24350318.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
38,2021-09-24,26927926.0,4500000.0,22427926.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
39,2021-09-30,25313888.0,4500000.0,20813888.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
40,2021-10-08,24207314.0,4500000.0,19707314.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
41,2021-10-15,24265164.0,4500000.0,19765164.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
42,2021-10-22,23446506.0,4500000.0,18946506.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
43,2021-10-29,21273895.0,4500000.0,16773895.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
44,2021-11-05,19600832.0,4500000.0,15100832.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
45,2021-11-12,19056330.0,4500000.0,14556330.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
46,2021-11-19,19737344.0,4500000.0,15237344.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
47,2021-11-26,20119354.0,4500000.0,15619354.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
48,2021-12-03,21820009.0,4500000.0,17320009.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
49,2021-12-10,21710308.0,4500000.0,17210308.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
50,2021-12-17,21846969.0,4500000.0,17346969.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
51,2021-12-24,21063391.0,4500000.0,16563391.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
52,2021-12-31,21258027.0,4500000.0,16758027.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
53,2022-01-07,21003714.0,4500000.0,16503714.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
54,2022-01-14,21346785.0,4500000.0,16846785.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
55,2022-01-21,22869134.0,4500000.0,18369134.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
56,2022-01-28,21103824.0,4500000.0,16603824.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
57,2022-02-11,25196913.0,4500000.0,20696913.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
58,2022-02-18,26457662.0,4500000.0,21957662.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
59,2022-02-25,26227255.0,4500000.0,21727255.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
60,2022-03-04,29118126.0,4500000.0,24618126.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
61,2022-03-11,27800067.0,4500000.0,23300067.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
62,2022-03-18,26833122.0,4500000.0,22333122.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
63,2022-03-25,28273314.0,4500000.0,23773314.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
64,2022-04-01,29623800.0,4500000.0,25123800.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
65,2022-04-08,29278331.0,4500000.0,24778331.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
66,2022-04-15,30960437.0,4500000.0,26460437.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
67,2022-04-22,28242580.0,4500000.0,23742580.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
68,2022-04-29,25984165.0,4500000.0,21484165.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
69,2022-05-06,25284756.0,4500000.0,20784756.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
70,2022-05-13,29167655.0,4500000.0,24667655.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
71,2022-05-20,31032179.0,4500000.0,26532179.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
72,2022-05-27,33058236.0,4500000.0,28558236.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
73,2022-06-02,31956780.0,4500000.0,27456780.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
74,2022-06-10,35935377.0,4500000.0,31435377.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
75,2022-06-17,34048129.0,4500000.0,29548129.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
76,2022-06-24,32100622.0,4500000.0,27600622.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
77,2022-07-01,35083810.0,4500000.0,30583810.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
78,2022-07-08,34961520.0,4500000.0,30461520.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
79,2022-07-15,32970185.0,4500000.0,28470185.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
80,2022-07-22,32377133.0,4500000.0,27877133.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
81,2022-07-29,32914856.0,4500000.0,28414856.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
82,2022-08-05,32399834.0,4500000.0,27899834.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
83,2022-08-12,35421375.0,4500000.0,30921375.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
84,2022-08-19,35582865.0,4500000.0,31082865.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
85,2022-08-26,38336027.0,4500000.0,33836027.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
86,2022-09-02,36937452.0,4500000.0,32437452.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
87,2022-09-09,41337615.0,4500000.0,36837615.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
88,2022-09-16,37649755.0,4500000.0,33149755.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
89,2022-09-23,38850207.0,4500000.0,34350207.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
90,2022-09-30,37730120.0,4500000.0,33230120.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
91,2022-10-14,36605268.0,4500000.0,32105268.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
92,2022-10-21,35324896.0,4500000.0,30824896.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
93,2022-10-28,34461605.0,4500000.0,29961605.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
94,2022-11-04,34602872.0,4500000.0,30102872.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
95,2022-11-11,35278377.0,4500000.0,30778377.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
96,2022-11-18,32833631.0,4500000.0,28333631.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
97,2022-11-25,34141234.0,4500000.0,29641234.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
98,2022-12-02,33794265.0,4500000.0,29294265.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
99,2022-12-09,34539061.0,4500000.0,30039061.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
100,2022-12-16,33185364.0,4500000.0,28685364.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
101,2022-12-23,31400636.0,4500000.0,26900636.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
102,2022-12-30,31275439.0,4500000.0,26775439.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
103,2023-01-06,31981773.0,4500000.0,27481773.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
104,2023-01-13,33884500.0,4500000.0,29384500.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
105,2023-01-20,35181480.0,4500000.0,30681480.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
106,2023-02-03,34907343.0,4500000.0,30407343.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
107,2023-02-10,33548878.0,4500000.0,29048878.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
108,2023-02-17,33105424.0,4500000.0,28605424.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
109,2023-02-24,34633504.0,4500000.0,30133504.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
110,2023-03-03,35012036.0,4500000.0,30512036.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
111,2023-03-10,33408976.0,4500000.0,28908976.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
112,2023-03-17,32994021.0,4500000.0,28494021.0,208000,461500,189800,99600,311800,224200,480700,0,0,0
