日期,交易类型,股票代码,股票数量,交易价格,交易金额,手续费,交易原因,收盘价,EMA20,EMA60,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,趋势过滤器,超买超卖信号,动能确认,极端价格量能,满足维度数,信号强度评分,触发原因
2024-08-02,卖出,600900,4300,29.3,125990.0,292.3,转现金,29.3,0,0,0,0,0,0,0,0,0,3565387,0,无数据,不满足,不满足,不满足,不满足,0/4,N/A,卖出信号：趋势过滤器+2个卖出维度
