日期,股票代码,股票名称,事件类型,映射日期,分红金额(元/股),送股比例(10送X),转增比例(10转X),配股比例(10配X),配股价格(元),事件前持股数,事件后持股数,现金变化(元),备注
2024-05-17,000933,神火股份(000933),分红,2024-05-17,0.800,0.0,0.0,0.0,0.00,86700,86700,69360.00,每股分红0.800元
2024-05-31,002738,中矿资源(002738),分红,2024-05-31,1.000,0.0,0.0,0.0,0.00,18600,18600,18600.00,每股分红1.000元
2024-06-07,600985,淮北矿业(600985),分红,2024-06-07,1.000,0.0,0.0,0.0,0.00,86800,86800,86800.00,每股分红1.000元
2024-06-14,603345,安井食品(603345),分红,2024-06-14,1.775,0.0,0.0,0.0,0.00,7700,7700,13667.50,每股分红1.775元
2024-06-21,000807,云铝股份(000807),分红,2024-06-21,0.230,0.0,0.0,0.0,0.00,128800,128800,29624.00,每股分红0.230元
2024-06-28,601225,陕西煤业(601225),分红,2024-06-28,1.315,0.0,0.0,0.0,0.00,66600,66600,87579.00,每股分红1.315元
2024-06-28,600079,人福医药(600079),分红,2024-06-28,0.460,0.0,0.0,0.0,0.00,32100,32100,14766.00,每股分红0.460元
2024-07-12,601088,中国神华(601088),分红,2024-07-12,2.260,0.0,0.0,0.0,0.00,4500,4500,10170.00,每股分红2.260元
2024-07-26,002460,赣锋锂业(002460),分红,2024-07-26,0.800,0.0,0.0,0.0,0.00,17200,17200,13760.00,每股分红0.800元
2024-07-26,600362,江西铜业(600362),分红,2024-07-26,0.600,0.0,0.0,0.0,0.00,20700,20700,12420.00,每股分红0.600元
2024-08-23,601898,中煤能源(601898),分红,2024-08-23,0.442,0.0,0.0,0.0,0.00,142000,142000,62764.00,每股分红0.442元
2024-09-27,603345,安井食品(603345),分红,2024-09-27,1.380,0.0,0.0,0.0,0.00,7700,7700,10626.00,每股分红1.380元
2024-09-30,000807,云铝股份(000807),分红,2024-09-30,0.230,0.0,0.0,0.0,0.00,128800,128800,29624.00,每股分红0.230元
2024-10-11,600079,人福医药(600079),分红,2024-10-11,0.150,0.0,0.0,0.0,0.00,48100,48100,7215.00,每股分红0.150元
2024-10-25,601225,陕西煤业(601225),分红,2024-10-25,0.109,0.0,0.0,0.0,0.00,66600,66600,7259.40,每股分红0.109元
2024-10-25,601898,中煤能源(601898),分红,2024-10-25,0.221,0.0,0.0,0.0,0.00,142000,142000,31382.00,每股分红0.221元
2024-12-13,000933,神火股份(000933),分红,2024-12-13,0.300,0.0,0.0,0.0,0.00,86700,86700,26010.00,每股分红0.300元
2025-01-17,601225,陕西煤业(601225),分红,2025-01-17,0.103,0.0,0.0,0.0,0.00,66600,66600,6859.80,每股分红0.103元
2025-01-24,603345,安井食品(603345),分红,2025-01-24,0.950,0.0,0.0,0.0,0.00,7700,7700,7315.00,每股分红0.950元
2025-05-16,000933,神火股份(000933),分红,2025-05-16,0.500,0.0,0.0,0.0,0.00,86700,86700,43350.00,每股分红0.500元
2025-06-13,600985,淮北矿业(600985),分红,2025-06-13,0.750,0.0,0.0,0.0,0.00,124900,124900,93675.00,每股分红0.750元
2025-06-20,603345,安井食品(603345),分红,2025-06-20,1.015,0.0,0.0,0.0,0.00,7700,7700,7815.50,每股分红1.015元
2025-06-27,601225,陕西煤业(601225),分红,2025-06-27,1.136,0.0,0.0,0.0,0.00,125000,125000,142000.00,每股分红1.136元
2025-06-27,000807,云铝股份(000807),分红,2025-06-27,0.180,0.0,0.0,0.0,0.00,128800,128800,23184.00,每股分红0.180元
2025-07-04,002738,中矿资源(002738),分红,2025-07-04,0.500,0.0,0.0,0.0,0.00,18600,18600,9300.00,每股分红0.500元
2025-07-11,601088,中国神华(601088),分红,2025-07-11,2.260,0.0,0.0,0.0,0.00,4900,4900,11074.00,每股分红2.260元
2025-07-18,002460,赣锋锂业(002460),分红,2025-07-18,0.150,0.0,0.0,0.0,0.00,17200,17200,2580.00,每股分红0.150元
2025-07-25,600362,江西铜业(600362),分红,2025-07-25,0.700,0.0,0.0,0.0,0.00,20700,20700,14490.00,每股分红0.700元
