日期,交易类型,股票代码,交易股票数量,交易后持仓数量,交易价格,交易金额,手续费,交易原因,收盘价,EMA20,EMA60,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,趋势过滤器,超买超卖信号,动能确认,极端价格量能,满足维度数,触发原因
2023/12/01,卖出,600985,2500,0,14.42,36050.0,83.64,转现金,14.42,12.02,11.37,92.65,0.7825,0.475,0.3076,14.13,11.6,9.07,1322435,1.42,上轨之上,✓,✓,✗,✓,3/4,卖出信号：趋势过滤器+2个卖出维度
2024/02/23,卖出,600985,2200,0,17.84,39248.0,91.06,转现金,17.84,14.56,12.92,79.14,1.3959,1.1624,0.2334,17.69,14.3,10.91,1631865,1.55,上轨之上,✓,✓,✗,✓,3/4,卖出信号：趋势过滤器+2个卖出维度
2024/08/02,卖出,600900,1000,0,29.3,29300.0,67.98,转现金,29.3,26.18,23.85,85.24,1.7772,1.4161,0.361,30.12,25.61,21.1,3565387,0.85,轨道之间,✓,✓,✓,✗,3/4,卖出信号：趋势过滤器+2个卖出维度
2025/04/11,买入,600985,7800,0,11.51,89778.0,118.51,现金买入,11.51,13.02,13.67,35.38,-0.5448,-0.4957,-0.0491,14.11,12.95,11.8,1072976,1.22,下轨之下,✓,✓,✓,✓,4/4,买入信号：趋势过滤器+2个买入维度
2025/04/25,买入,600985,7100,0,11.41,81011.0,106.93,现金买入,11.41,12.76,13.51,30.34,-0.6236,-0.5341,-0.0895,13.91,12.72,11.52,799658,1.06,下轨之下,✓,✓,✗,✓,3/4,买入信号：趋势过滤器+2个买入维度
