日期,交易类型,股票代码,交易股票数量,交易后持仓数量,交易价格,交易金额,手续费,交易原因,收盘价,EMA20,EMA60,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,趋势过滤器,超买超卖信号,动能确认,极端价格量能,满足维度数,触发原因
2022/11/04,买入,600900,1700,0,17.52,29784.0,39.31,现金买入,17.52,0,0,50,0,0,0,0,0,0,4302023,1.43,未知,✓,✓,✗,✓,3/4,买入信号：趋势过滤器+2个买入维度
2022/11/11,买入,600900,1500,0,17.83,26745.0,35.3,现金买入,17.83,0,0,50,0,0,0,0,0,0,3366597,1.04,未知,✓,✓,✗,✓,3/4,买入信号：趋势过滤器+2个买入维度
2024/02/02,买入,002738,800,0,28.03,22424.0,29.15,现金买入,28.03,0,0,50,0,0,0,0,0,0,1293280,0.89,未知,✓,✗,✓,✓,3/4,买入信号：趋势过滤器+2个买入维度
2024/02/08,买入,002738,700,0,30.09,21063.0,27.38,现金买入,30.09,0,0,50,0,0,0,0,0,0,1120390,0.85,未知,✓,✗,✓,✓,3/4,买入信号：趋势过滤器+2个买入维度
2024/02/23,卖出,600985,1200,0,17.84,21408.0,49.67,转现金,17.84,0,0,50,0,0,0,0,0,0,1631865,1.55,未知,✓,✓,✗,✓,3/4,卖出信号：趋势过滤器+2个卖出维度
2024/08/02,卖出,600900,900,0,29.3,26370.0,61.18,转现金,29.3,0,0,50,0,0,0,0,0,0,3565387,0.85,未知,✓,✓,✓,✗,3/4,卖出信号：趋势过滤器+2个卖出维度
2025/02/21,买入,601088,700,0,33.12,23184.0,30.6,现金买入,33.12,0,0,50,0,0,0,0,0,0,2593196,2.04,未知,✓,✓,✗,✓,3/4,买入信号：趋势过滤器+2个买入维度
2025/02/28,买入,601088,600,0,33.19,19914.0,26.29,现金买入,33.19,0,0,50,0,0,0,0,0,0,2442787,1.35,未知,✓,✓,✗,✓,3/4,买入信号：趋势过滤器+2个买入维度
