日期,股票代码,股票名称,事件类型,映射日期,分红金额(元/股),送股比例(10送X),转增比例(10转X),配股比例(10配X),配股价格(元),事件前持股数,事件后持股数,现金变化(元),备注
2024-10-25,601225,陕西煤业(601225),分红,2024-10-25,0.109,0.0,0.0,0.0,0.00,488200,488200,53213.80,每股分红0.109元
2024-10-25,601898,中煤能源(601898),分红,2024-10-25,0.221,0.0,0.0,0.0,0.00,2109700,2109700,466243.70,每股分红0.221元
2024-12-13,000933,神火股份(000933),分红,2024-12-13,0.300,0.0,0.0,0.0,0.00,1802400,1802400,540720.00,每股分红0.300元
2025-01-17,601225,陕西煤业(601225),分红,2025-01-17,0.103,0.0,0.0,0.0,0.00,488200,488200,50284.60,每股分红0.103元
2025-01-24,603345,安井食品(603345),分红,2025-01-24,0.950,0.0,0.0,0.0,0.00,1500,1500,1425.00,每股分红0.950元
2025-01-24,600900,长江电力(600900),分红,2025-01-24,0.210,0.0,0.0,0.0,0.00,458600,458600,96306.00,每股分红0.210元
2025-05-16,000933,神火股份(000933),分红,2025-05-16,0.500,0.0,0.0,0.0,0.00,1802400,1802400,901200.00,每股分红0.500元
2025-06-13,600985,淮北矿业(600985),分红,2025-06-13,0.750,0.0,0.0,0.0,0.00,1195200,1195200,896400.00,每股分红0.750元
2025-06-20,603345,安井食品(603345),分红,2025-06-20,1.015,0.0,0.0,0.0,0.00,1500,1500,1522.50,每股分红1.015元
2025-06-27,601225,陕西煤业(601225),分红,2025-06-27,1.136,0.0,0.0,0.0,0.00,1098400,1098400,1247782.40,每股分红1.136元
2025-06-27,000807,云铝股份(000807),分红,2025-06-27,0.180,0.0,0.0,0.0,0.00,1315700,1315700,236826.00,每股分红0.180元
2025-06-27,601919,中远海控(601919),分红,2025-06-27,1.030,0.0,0.0,0.0,0.00,727348,727348,749168.44,每股分红1.030元
2025-07-04,002738,中矿资源(002738),分红,2025-07-04,0.500,0.0,0.0,0.0,0.00,588600,588600,294300.00,每股分红0.500元
2025-07-11,601088,中国神华(601088),分红,2025-07-11,2.260,0.0,0.0,0.0,0.00,73800,73800,166788.00,每股分红2.260元
2025-07-18,600900,长江电力(600900),分红,2025-07-18,0.733,0.0,0.0,0.0,0.00,458600,458600,336153.80,每股分红0.733元
2025-08-22,600079,人福医药(600079),分红,2025-08-22,0.320,0.0,0.0,0.0,0.00,838100,838100,268192.00,每股分红0.320元
2025-08-27,601898,中煤能源(601898),分红,2025-08-27,0.258,0.0,0.0,0.0,0.00,2952000,2952000,761616.00,每股分红0.258元
