日期,股票代码,股票名称,事件类型,映射日期,分红金额(元/股),送股比例(10送X),转增比例(10转X),配股比例(10配X),配股价格(元),事件前持股数,事件后持股数,现金变化(元),备注
2025-01-17,601225,陕西煤业(601225),分红,2025-01-17,0.103,0.0,0.0,0.0,0.00,225700,225700,23247.10,每股分红0.103元
2025-01-24,603345,安井食品(603345),分红,2025-01-24,0.950,0.0,0.0,0.0,0.00,26900,26900,25555.00,每股分红0.950元
2025-01-24,600900,长江电力(600900),分红,2025-01-24,0.210,0.0,0.0,0.0,0.00,173100,173100,36351.00,每股分红0.210元
2025-05-16,000933,神火股份(000933),分红,2025-05-16,0.500,0.0,0.0,0.0,0.00,288800,288800,144400.00,每股分红0.500元
2025-05-16,000651,格力电器(000651),分红,2025-05-16,1.000,0.0,0.0,0.0,0.00,107700,107700,107700.00,每股分红1.000元
2025-06-13,600985,淮北矿业(600985),分红,2025-06-13,0.750,0.0,0.0,0.0,0.00,399000,399000,299250.00,每股分红0.750元
2025-06-13,000333,美的集团(000333),分红,2025-06-13,3.500,0.0,0.0,0.0,0.00,65400,65400,228900.00,每股分红3.500元
2025-06-20,603345,安井食品(603345),分红,2025-06-20,1.015,0.0,0.0,0.0,0.00,26900,26900,27303.50,每股分红1.015元
2025-06-27,601225,陕西煤业(601225),分红,2025-06-27,1.136,0.0,0.0,0.0,0.00,507700,507700,576747.20,每股分红1.136元
2025-06-27,000807,云铝股份(000807),分红,2025-06-27,0.180,0.0,0.0,0.0,0.00,324600,324600,58428.00,每股分红0.180元
2025-06-27,601919,中远海控(601919),分红,2025-06-27,1.030,0.0,0.0,0.0,0.00,353600,353600,364208.00,每股分红1.030元
2025-06-27,000543,皖能电力(000543),分红,2025-06-27,0.319,0.0,0.0,0.0,0.00,209700,209700,66894.30,每股分红0.319元
2025-07-04,002738,中矿资源(002738),分红,2025-07-04,0.500,0.0,0.0,0.0,0.00,141600,141600,70800.00,每股分红0.500元
2025-07-11,601088,中国神华(601088),分红,2025-07-11,2.260,0.0,0.0,0.0,0.00,140300,140300,317078.00,每股分红2.260元
2025-07-11,600795,国电电力(600795),分红,2025-07-11,0.110,0.0,0.0,0.0,0.00,2692500,2692500,296175.00,每股分红0.110元
2025-07-18,002460,赣锋锂业(002460),分红,2025-07-18,0.150,0.0,0.0,0.0,0.00,150800,150800,22620.00,每股分红0.150元
2025-07-18,600900,长江电力(600900),分红,2025-07-18,0.733,0.0,0.0,0.0,0.00,173100,173100,126882.30,每股分红0.733元
2025-07-18,601668,中国铝业(601668),分红,2025-07-18,0.271,0.0,0.0,0.0,0.00,909000,909000,246793.50,每股分红0.271元
2025-07-25,600690,海尔智家(600690),分红,2025-07-25,0.965,0.0,0.0,0.0,0.00,176300,176300,170136.55,每股分红0.965元
2025-07-25,600362,江西铜业(600362),分红,2025-07-25,0.700,0.0,0.0,0.0,0.00,48800,48800,34160.00,每股分红0.700元
2025-08-22,600079,人福医药(600079),分红,2025-08-22,0.320,0.0,0.0,0.0,0.00,240900,240900,77088.00,每股分红0.320元
2025-08-29,601898,中煤能源(601898),分红,2025-08-29,0.258,0.0,0.0,0.0,0.00,767000,767000,197886.00,每股分红0.258元
2025-08-29,000651,格力电器(000651),分红,2025-08-29,2.000,0.0,0.0,0.0,0.00,107700,107700,215400.00,每股分红2.000元
2025-09-26,601225,陕西煤业(601225),分红,2025-09-26,0.039,0.0,0.0,0.0,0.00,507700,507700,19800.30,每股分红0.039元
2025-09-26,603345,安井食品(603345),分红,2025-09-26,1.425,0.0,0.0,0.0,0.00,26900,26900,38332.50,每股分红1.425元
2025-10-24,601898,中煤能源(601898),分红,2025-10-24,0.166,0.0,0.0,0.0,0.00,767000,767000,127322.00,每股分红0.166元
2025-10-24,601919,中远海控(601919),分红,2025-10-24,0.560,0.0,0.0,0.0,0.00,353600,353600,198016.00,每股分红0.560元
2025-10-30,000807,云铝股份(000807),分红,2025-10-30,0.320,0.0,0.0,0.0,0.00,324600,324600,103872.00,每股分红0.320元
2025-10-30,600795,国电电力(600795),分红,2025-10-30,0.100,0.0,0.0,0.0,0.00,2692500,2692500,269250.00,每股分红0.100元
