日期,交易类型,股票代码,交易股票数量,交易后持仓数量,交易价格,交易金额,手续费,交易原因,收盘价,EMA20,EMA60,RSI14,MACD_DIF,MACD_DEA,MACD_HIST,布林上轨,布林中轨,布林下轨,成交量,量能倍数,布林带位置,趋势过滤器,超买超卖信号,动能确认,极端价格量能,满足维度数,触发原因
2023/12/01,卖出,600985,2500,0,14.42,36050.0,83.64,转现金,14.42,12.02,11.32,92.65,0.7844,0.4771,0.3073,14.13,11.6,9.07,1322435,1.42,上轨之上,✓,✓,✗,✓,3/4,卖出信号：趋势过滤器+2个卖出维度
2024/02/02,买入,002738,800,0,28.03,22424.0,29.15,现金买入,28.03,36.23,41.07,38.66,-2.5109,-2.7308,0.2199,39.45,35.16,30.88,1293280,0.89,下轨之下,✓,✗,✓,✓,3/4,买入信号：趋势过滤器+2个买入维度
2024/02/09,买入,002738,700,0,30.09,21063.0,27.38,现金买入,30.09,35.65,40.64,42.07,-2.7068,-2.726,0.0192,39.67,34.86,30.05,1120390,0.85,轨道之间,✓,✗,✓,✓,3/4,买入信号：趋势过滤器+2个买入维度
2024/02/23,卖出,600985,2200,0,17.84,39248.0,91.06,转现金,17.84,14.56,12.87,79.14,1.3973,1.164,0.2332,17.69,14.3,10.91,1631865,1.55,上轨之上,✓,✓,✗,✓,3/4,卖出信号：趋势过滤器+2个卖出维度
2025/02/21,买入,601088,600,0,33.12,19872.0,26.23,现金买入,33.12,37.42,36.26,33.88,-0.4964,0.1398,-0.6362,41.69,38.11,34.53,2593196,2.04,下轨之下,✓,✓,✗,✓,3/4,买入信号：趋势过滤器+2个买入维度
2025/02/28,买入,601088,600,0,33.19,19914.0,26.29,现金买入,33.19,37.02,36.14,34.99,-0.7596,-0.0401,-0.7195,41.8,37.76,33.72,2442787,1.35,下轨之下,✓,✓,✗,✓,3/4,买入信号：趋势过滤器+2个买入维度
2025/04/11,买入,600985,1600,0,11.51,18416.0,24.31,现金买入,11.51,13.02,13.66,35.38,-0.5448,-0.4957,-0.0491,14.11,12.95,11.8,1072976,1.22,下轨之下,✓,✓,✓,✓,4/4,买入信号：趋势过滤器+2个买入维度
2025/04/25,买入,600985,1500,0,11.41,17115.0,22.59,现金买入,11.41,12.76,13.5,30.34,-0.6236,-0.5341,-0.0896,13.91,12.72,11.52,799658,1.06,下轨之下,✓,✓,✗,✓,3/4,买入信号：趋势过滤器+2个买入维度
