date,open,high,low,close,volume,amount,rsi,ema_20,ema_50,ema_60,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,ma_5,ma_10,ma_20,volume_ma,volume_ratio
2021-05-14,52.47,54.44,50.05,51.97,99306382.0,5223667103.0,,,,,,,,,,,,,,,
2021-05-21,51.16,54.38,48.22,50.19,517550219.0,26452355676.0,,,,,,,,,,,,,,,
2021-05-28,51.51,56.88,51.5,55.0,417611313.0,22765145088.0,,,,,,,,,,,,,,,
2021-06-04,54.33,58.27,53.3,56.93,383474795.0,21551788979.0,,,,,,,,,,,,,,,
2021-06-11,57.05,58.93,52.56,53.88,346509492.0,19310760234.0,,,,,,,,,,,,,,,
2021-06-18,53.6,54.4,46.34,51.74,370158480.0,18103395511.0,,,,,,,,,,,,,,,
2021-06-25,51.25,64.49,51.21,62.84,518106778.0,30840374874.0,,,,,,,,,,,,,,,
2021-07-02,62.33,68.57,60.49,66.39,440463664.0,28122471903.0,,,,,,,,,,,,,,,
2021-07-09,68.64,76.0,65.5,74.97,592496081.0,42030212546.0,,,,,,,,,,,,,,,
2021-07-16,76.41,79.6,69.9,74.27,568708337.0,42827631930.0,,,,,,,,,,,,,,,
2021-07-23,74.18,89.98,70.0,86.7,517299999.0,41176692270.0,,,,,,,,,,,,,,,
2021-07-30,86.18,104.23,81.11,104.23,542222036.0,50522363230.0,,,,,,,,,,,,,,,
2021-08-06,109.5,116.0,96.8,108.7,473227237.0,50584006491.0,,,,,,,,,,,,,,,
2021-08-13,105.02,108.52,96.94,102.77,435931683.0,44895269932.0,,,,,,,,,,,,,,,
2021-08-20,101.22,119.67,95.1,117.7,387897420.0,40637216870.0,,,,,,,,,,,,,,,
2021-08-27,120.0,133.22,114.79,131.5,349233714.0,42673684750.0,,,,,,,,,,,,,,,
2021-09-03,129.0,143.17,110.73,113.13,407982297.0,51677910301.0,,,,,,,,,,,,,,,
2021-09-10,115.0,129.5,105.99,128.96,365252311.0,43601018396.0,,,,,,,,,,,,,,,
2021-09-17,129.51,132.55,103.0,108.5,393048449.0,47269620002.0,,,,,,,,,,,,,,,
2021-09-24,106.0,109.98,101.5,104.18,172082589.0,18291607423.0,,,,,,,,,,,,,,,
