date,open,high,low,close,volume,amount,rsi,ema_20,ema_50,ema_60,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,ma_5,ma_10,ma_20,volume_ma,volume_ratio
2021-05-14,14.28,14.34,13.6,13.93,96193932.0,1340972904.0,,,,,,,,,,,,,,,
2021-05-21,13.98,14.85,12.59,13.68,436571627.0,5965332760.0,,,,,,,,,,,,,,,
2021-05-28,13.11,14.65,12.74,14.24,375060604.0,5048839386.0,,,,,,,,,,,,,,,
2021-06-04,14.24,14.52,13.15,13.31,361155095.0,4991802394.0,,,,,,,,,,,,,,,
2021-06-11,13.5,14.3,12.93,14.21,292031885.0,3936510538.0,,,,,,,,,,,,,,,
2021-06-18,14.16,14.36,11.6,11.91,322231009.0,4069197816.0,,,,,,,,,,,,,,,
2021-06-25,11.71,12.47,11.37,12.24,340170908.0,4037341390.0,,,,,,,,,,,,,,,
2021-07-02,12.24,12.24,11.01,11.42,237016622.0,2771366326.0,,,,,,,,,,,,,,,
2021-07-09,11.61,12.87,11.48,12.67,332218724.0,4026785589.0,,,,,,,,,,,,,,,
2021-07-16,13.0,14.65,12.61,14.2,482084663.0,6433041214.0,,,,,,,,,,,,,,,
2021-07-23,14.45,14.85,13.19,14.0,404347094.0,5665953156.0,,,,,,,,,,,,,,,
2021-07-30,14.02,15.0,12.6,14.21,484641980.0,6632391673.0,,,,,,,,,,,,,,,
2021-08-06,13.79,14.54,12.25,13.06,447003421.0,5917970182.0,,,,,,,,,,,,,,,
2021-08-13,12.92,15.9,12.8,15.27,581874525.0,8479853051.0,,,,,,,,,,,,,,,
2021-08-20,15.6,16.39,14.42,14.7,444059944.0,6781450284.0,,,,,,,,,,,,,,,
2021-08-27,15.1,17.34,14.76,17.22,520802992.0,8368730658.0,,,,,,,,,,,,,,,
2021-09-03,17.4,17.85,15.72,16.16,523906901.0,8820567843.0,,,,,,,,,,,,,,,
2021-09-10,17.0,20.94,16.26,20.04,586122851.0,10976442850.0,,,,,,,,,,,,,,,
2021-09-17,21.18,23.58,20.21,20.21,761342087.0,16665702997.0,,,,,,,,,,,,,,,
2021-09-24,19.69,20.45,17.37,17.53,432548908.0,8166295285.0,,,,,,,,,,,,,,,
2021-10-01,17.74,17.8,14.55,14.83,385838656.0,6029170965.0,,,,,,,,,,,,,,,
2021-10-08,15.49,15.5,14.16,14.32,109295301.0,1584122281.0,,,,,,,,,,,,,,,
2021-10-15,14.57,14.67,13.13,13.6,666147009.0,9171883797.0,,,,,,,,,,,,,,,
2021-10-22,13.73,14.3,12.62,12.95,767074667.0,10458199405.0,,,,,,,,,,,,,,,
2021-10-29,12.93,13.26,11.7,11.89,630091042.0,7842986708.0,,,,,,,,,,,,,,,
2021-11-05,11.86,12.2,10.69,10.69,659435035.0,7560192577.0,,,,,,,,,,,,,,,
2021-11-12,10.8,11.19,10.2,10.51,616018235.0,6608063984.0,,,,,,,,,,,,,,,
2021-11-19,10.53,11.06,10.09,10.8,601472152.0,6313582020.0,,,,,,,,,,,,,,,
2021-11-26,10.69,11.5,10.53,11.03,719366225.0,7954395349.0,,,,,,,,,,,,,,,
2021-12-03,10.71,11.14,10.5,11.01,421915609.0,4563737588.0,,,,,,,,,,,,,,,
2021-12-10,11.12,12.2,11.07,11.66,862879201.0,9999552413.0,,,,,,,,,,,,,,,
2021-12-17,11.66,11.9,11.25,11.49,533892993.0,6163679572.0,,,,,,,,,,,,,,,
2021-12-24,11.49,11.83,10.87,11.31,519330849.0,5929622203.0,,,,,,,,,,,,,,,
2021-12-31,11.18,11.55,10.94,11.17,344850077.0,3861914024.0,,,,,,,,,,,,,,,
2022-01-07,11.11,11.62,10.81,11.39,350487841.0,3917597253.0,,,,,,,,,,,,,,,
2022-01-14,11.4,13.09,11.35,12.13,914326705.0,11333039481.0,,,,,,,,,,,,,,,
2022-01-21,12.01,13.18,11.73,12.69,584922086.0,7347539162.0,,,,,,,,,,,,,,,
2022-01-28,12.39,12.39,10.49,10.79,490751846.0,5670640802.0,,,,,,,,,,,,,,,
2022-02-04,12.39,12.39,10.49,10.79,0.0,0.0,,,,,,,,,,,,,,,
2022-02-11,11.09,14.0,10.92,13.41,751052293.0,9669928499.0,,,,,,,,,,,,,,,
2022-02-18,13.18,13.65,12.5,13.56,487701357.0,6365151600.0,,,,,,,,,,,,,,,
2022-02-25,13.46,15.18,13.02,14.14,799646924.0,11216036704.0,,,,,,,,,,,,,,,
2022-03-04,14.38,16.16,13.41,15.57,909288529.0,13467847889.0,,,,,,,,,,,,,,,
2022-03-11,16.02,16.66,13.75,14.99,727190145.0,10957739197.0,,,,,,,,,,,,,,,
2022-03-18,14.54,14.73,11.41,13.43,718003547.0,9182299656.0,,,,,,,,,,,,,,,
2022-03-25,13.7,14.7,13.41,13.81,503755749.0,7101252797.0,,,,,,,,,,,,,,,
2022-04-01,13.68,14.72,13.36,13.51,411922341.0,5773824423.0,,,,,,,,,,,,,,,
2022-04-08,13.25,13.5,12.42,12.54,269832398.0,3473737697.0,,,,,,,,,,,,,,,
2022-04-15,12.3,13.59,11.6,13.16,488468785.0,6208489282.0,,,,,,,,,,,,,,,
2022-04-22,12.9,13.07,11.17,11.41,352892981.0,4315653718.0,,,,,,,,,,,,,,,
2022-04-29,10.9,10.9,9.08,10.51,475706546.0,4779669112.0,,,,,,,,,,,,,,,
2022-05-06,10.26,10.62,10.0,10.06,120434130.0,1239779591.0,,,,,,,,,,,,,,,
2022-05-13,9.92,10.65,9.61,10.29,303087514.0,3091632779.0,,,,,,,,,,,,,,,
2022-05-20,10.52,11.35,9.99,11.35,405944679.0,4294685289.0,,,,,,,,,,,,,,,
2022-05-27,11.47,11.78,10.74,11.23,489388990.0,5522341436.0,,,,,,,,,,,,,,,
2022-06-03,11.2,11.62,11.06,11.35,291460462.0,3298217615.0,,,,,,,,,,,,,,,
2022-06-10,11.48,11.91,11.06,11.66,372967176.0,4323826103.0,,,,,,,,,,,,,,389940326.75,0.956472440561702
2022-06-17,11.49,11.8,10.6,11.11,565577017.0,6332766046.0,,,,,,,,,,,11.34,,,429848411.25,1.31575923557633
2022-06-24,11.0,11.04,9.86,9.94,466906773.0,4816786053.0,,,,,,,,,,,11.058,,,424227857.0,1.1006037564383708
2022-07-01,9.95,10.41,9.66,10.06,707473498.0,7093118793.0,,,,,,,,,,,10.824000000000002,,,528231116.0,1.339325678800035
2022-07-08,9.95,10.65,9.74,9.87,640117402.0,6480630466.0,,,,,,,,,,,10.528,,,595018672.5,1.0757938054456602
2022-07-15,9.8,9.83,9.22,9.23,300106966.0,2858228865.0,,,,,,,,,,,10.042000000000002,,,528651159.75,0.5676843046025305
2022-07-22,9.41,9.81,9.36,9.58,302729743.0,2894657025.0,,,,,,,,,,,9.736,10.538,,487606902.25,0.6208479445288656
2022-07-29,10.12,10.18,9.57,10.04,414789027.0,4106251136.0,,,,,,,,,,,9.756000000000002,10.407000000000002,,414435784.5,1.0008523455580125
2022-08-05,10.03,10.21,9.27,9.75,373920584.0,3620572464.0,,,,,,,,,,,9.694,10.259000000000002,,347886580.0,1.0748347464279882
2022-08-12,9.66,10.65,9.59,10.49,584518332.0,5998014547.0,,,,,,,,,,,9.818,10.173000000000002,,418989421.5,1.3950670398966147
2022-08-19,10.47,10.89,10.3,10.41,488522054.0,5156584705.0,,,,,,,,,,,10.054000000000002,10.048000000000002,,465437499.25,1.0495975394917645
2022-08-26,10.5,11.45,10.38,11.02,748411027.0,8185592112.0,47.130434782608695,,,,,,,,,,10.342000000000002,10.039,,548842999.25,1.3636158756196433
2022-09-02,10.8,11.08,9.85,10.05,346993397.0,3596818944.0,39.884523944299794,,,,,,,,,,10.344000000000005,10.05,,542111202.5,0.6400778943504677
2022-09-09,10.04,11.9,9.8,11.66,776895749.0,8553874715.0,52.843529050107605,,,,,,,,,,10.726000000000004,10.21,,590205556.75,1.3163138505134042
