date,open,high,low,close,volume,amount,rsi,ema_20,ema_50,ema_60,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,ma_5,ma_10,ma_20,volume_ma,volume_ratio
2021-05-14,31.99,33.0,31.1,31.97,14466018.0,464378730.0,,,,,,,,,,,,,,,
2021-05-21,31.62,36.11,31.31,36.11,81644746.0,2716245700.0,,,,,,,,,,,,,,,
2021-05-28,37.0,41.82,36.06,40.33,115782608.0,4478929149.0,,,,,,,,,,,,,,,
2021-06-04,40.45,43.54,38.01,42.81,84199582.0,3433003232.0,,,,,,,,,,,,,,,
2021-06-11,43.52,45.84,41.4,43.1,72505409.0,3138927769.0,,,,,,,,,,,,,,,
2021-06-18,43.48,43.97,38.56,41.21,51430767.0,2082525097.0,,,,,,,,,,,,,,,
2021-06-25,40.7,44.05,39.88,40.64,56126477.0,2348321098.0,,,,,,,,,,,,,,,
2021-07-02,40.45,47.93,40.2,47.93,66236655.0,2968679612.0,,,,,,,,,,,,,,,
2021-07-09,50.2,60.4,49.78,60.4,92741638.0,5044307219.0,,,,,,,,,,,,,,,
2021-07-16,61.0,66.8,56.23,60.2,98392548.0,6074454367.0,,,,,,,,,,,,,,,
2021-07-23,60.21,71.56,59.0,64.77,87967849.0,5759205135.0,,,,,,,,,,,,,,,
2021-07-30,64.0,66.5,52.46,57.46,112305656.0,6454901132.0,,,,,,,,,,,,,,,
2021-08-06,59.27,61.19,51.3,55.8,98096632.0,5440075542.0,,,,,,,,,,,,,,,
2021-08-13,54.94,57.2,50.74,54.63,88763253.0,4751865372.0,,,,,,,,,,,,,,,
2021-08-20,53.5,58.8,48.91,58.8,96593527.0,5174166015.0,,,,,,,,,,,,,,,
2021-08-27,61.01,66.8,60.02,64.44,155138410.0,9799468980.0,,,,,,,,,,,,,,,
2021-09-03,65.0,68.24,55.01,56.21,131139641.0,8179529528.0,,,,,,,,,,,,,,,
2021-09-10,56.27,66.55,54.23,66.55,92024150.0,5547635586.0,,,,,,,,,,,,,,,
2021-09-17,67.87,77.14,65.75,69.22,172225951.0,12227042551.0,,,,,,,,,,,,,,,
2021-09-24,69.0,72.97,61.66,63.23,72318382.0,4856041889.0,,,,,,,,,,,,,,,
2021-10-01,64.11,64.13,51.8,56.61,69985597.0,3934892172.0,,,,,,,,,,,,,,,
2021-10-08,58.74,58.77,53.97,55.0,12634536.0,703331574.0,,,,,,,,,,,,,,,
2021-10-15,55.61,57.62,51.0,55.99,56557942.0,3077269923.0,,,,,,,,,,,,,,,
2021-10-22,58.4,62.95,57.52,59.8,61787638.0,3721154195.0,,,,,,,,,,,,,,,
2021-10-29,59.11,64.78,58.96,61.0,64396215.0,3991465275.0,,,,,,,,,,,,,,,
2021-11-05,60.6,61.95,55.05,55.58,57152178.0,3308462276.0,,,,,,,,,,,,,,,
2021-11-12,55.59,59.3,52.48,54.63,59299686.0,3302398693.0,,,,,,,,,,,,,,,
2021-11-19,54.4,61.58,52.2,58.89,71497116.0,4082638855.0,,,,,,,,,,,,,,,
2021-11-26,59.9,67.69,59.62,65.82,63516971.0,4022264657.0,,,,,,,,,,,,,,,
2021-12-03,64.68,72.88,63.21,70.78,58774616.0,3961551074.0,,,,,,,,,,,,,,,
2021-12-10,71.42,76.5,67.0,75.77,96125040.0,6952579547.0,,,,,,,,,,,,,,,
2021-12-17,76.61,78.65,64.88,64.91,77801767.0,5531013704.0,,,,,,,,,,,,,,,
2021-12-24,64.99,66.75,57.71,57.9,66675025.0,4181122701.0,,,,,,,,,,,,,,,
2021-12-31,58.05,71.12,57.65,70.36,67346782.0,4402095185.0,,,,,,,,,,,,,,,
2022-01-07,71.4,72.2,58.76,58.77,71835045.0,4610231580.0,,,,,,,,,,,,,,,
2022-01-14,59.2,62.0,56.0,57.49,56953980.0,3357141524.0,,,,,,,,,,,,,,,
2022-01-21,58.0,63.08,55.0,57.02,60843631.0,3554875085.0,,,,,,,,,,,,,,,
2022-01-28,57.22,65.25,57.0,58.5,73700474.0,4549581510.0,,,,,,,,,,,,,,,
2022-02-04,57.22,65.25,57.0,58.5,0.0,0.0,,,,,,,,,,,,,,,
2022-02-11,61.0,72.58,56.09,70.29,101475280.0,6646998068.0,,,,,,,,,,,,,,,
2022-02-18,69.4,89.42,68.5,88.3,113599253.0,8844664505.0,,,,,,,,,,,,,,,
2022-02-25,89.5,100.5,89.27,97.99,139245345.0,13263455180.0,,,,,,,,,,,,,,,
2022-03-04,102.42,111.5,96.02,102.0,116766915.0,12080125678.0,,,,,,,,,,,,,,,
