date,open,high,low,close,volume,amount,rsi,ema_20,ema_50,ema_60,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,ma_5,ma_10,ma_20,volume_ma,volume_ratio
2021-05-14,7.8,7.88,7.46,7.82,41385782.0,316352019.0,,,,,,,,,,,,,,,
2021-05-21,7.7,7.96,6.68,7.5,204010587.0,1499498510.0,,,,,,,,,,,,,,,
2021-05-28,7.34,7.61,7.1,7.23,91309419.0,669820690.0,,,,,,,,,,,,,,,
2021-06-04,7.37,7.95,6.97,7.39,156992751.0,1169873099.0,,,,,,,,,,,,,,,
2021-06-11,7.37,7.75,7.12,7.57,137391486.0,1027397168.0,,,,,,,,,,,,,,,
2021-06-18,7.7,7.98,7.24,7.26,115323319.0,873142391.0,,,,,,,,,,,,,,,
2021-06-25,7.18,8.14,6.94,7.98,150323921.0,1146714861.0,,,,,,,,,,,,,,,
2021-07-02,7.63,7.63,6.88,6.94,133756744.0,966971827.0,,,,,,,,,,,,,,,
2021-07-09,6.99,7.1,6.48,6.75,109441615.0,743128244.0,,,,,,,,,,,,,,,
2021-07-16,6.78,8.12,6.74,7.98,202530521.0,1512110041.0,,,,,,,,,,,,,,,
2021-07-23,8.15,8.49,7.87,7.95,203813223.0,1663396791.0,,,,,,,,,,,,,,,
2021-07-30,7.92,8.1,7.05,7.27,217394102.0,1618078459.0,,,,,,,,,,,,,,,
2021-08-06,6.91,7.21,6.61,6.94,201616591.0,1378959609.0,,,,,,,,,,,,,,,
2021-08-13,6.99,7.55,6.81,7.25,249436525.0,1795885136.0,,,,,,,,,,,,,,,
2021-08-20,7.41,7.55,6.73,6.86,231886820.0,1654276787.0,,,,,,,,,,,,,,,
2021-08-27,7.01,7.94,6.99,7.58,303832519.0,2261907189.0,,,,,,,,,,,,,,,
2021-09-03,7.66,8.95,7.59,8.15,463926238.0,3816497308.0,,,,,,,,,,,,,,,
2021-09-10,8.39,9.96,8.28,9.11,509811194.0,4636257665.0,,,,,,,,,,,,,,,
2021-09-17,9.11,10.33,8.72,9.15,558005077.0,5320438187.0,,,,,,,,,,,,,,,
2021-09-24,9.15,10.15,8.95,8.98,271421580.0,2553465163.0,,,,,,,,,,,,,,,
2021-10-01,9.1,9.4,8.44,9.02,242099691.0,2141001306.0,,,,,,,,,,,,,,,
2021-10-08,9.42,9.42,8.45,8.61,81717645.0,714379072.0,,,,,,,,,,,,,,,
2021-10-15,8.7,9.54,7.68,8.14,394209975.0,3338481937.0,,,,,,,,,,,,,,,
2021-10-22,8.16,9.5,7.88,7.9,530582758.0,4489081307.0,,,,,,,,,,,,,,,
2021-10-29,8.02,8.1,6.82,6.98,278435382.0,2080179884.0,,,,,,,,,,,,,,,
2021-11-05,6.96,7.26,6.45,6.49,241822473.0,1664957021.0,,,,,,,,,,,,,,,
2021-11-12,6.56,6.64,6.14,6.18,173064869.0,1099660547.0,,,,,,,,,,,,,,,
2021-11-19,6.14,6.23,6.0,6.15,157913062.0,964213944.0,,,,,,,,,,,,,,,
2021-11-26,6.18,6.36,6.03,6.06,179420657.0,1108151233.0,,,,,,,,,,,,,,,
2021-12-03,5.99,6.73,5.91,6.53,201083992.0,1258318883.0,,,,,,,,,,,,,,,
2021-12-10,6.59,6.78,6.45,6.45,223520576.0,1468614580.0,,,,,,,,,,,,,,,
2021-12-17,6.57,7.42,6.23,7.09,409320483.0,2797086103.0,,,,,,,,,,,,,,,
2021-12-24,7.06,7.34,6.63,6.74,393589307.0,2737419239.0,,,,,,,,,,,,,,,
2021-12-31,6.72,6.81,6.27,6.29,255804528.0,1653374567.0,,,,,,,,,,,,,,,
2022-01-07,6.53,6.63,6.31,6.44,227042480.0,1459959958.0,,,,,,,,,,,,,,,
2022-01-14,6.47,6.79,6.36,6.37,282866406.0,1856564678.0,,,,,,,,,,,,,,,
2022-01-21,6.2,6.71,6.14,6.66,335054260.0,2164700921.0,,,,,,,,,,,,,,,
2022-01-28,6.62,6.75,5.89,5.98,215014661.0,1364127699.0,,,,,,,,,,,,,,,
2022-02-04,6.62,6.75,5.89,5.98,0.0,0.0,,,,,,,,,,,,,,,
2022-02-11,6.1,7.01,6.07,6.86,279075015.0,1856561523.0,,,,,,,,,,,,,,,
2022-02-18,6.81,6.98,6.62,6.89,191402119.0,1298540491.0,,,,,,,,,,,,,,,
2022-02-25,6.99,7.3,6.51,6.66,311775763.0,2166588313.0,,,,,,,,,,,,,,,
2022-03-04,6.7,7.78,6.7,7.7,462976080.0,3371090050.0,,,,,,,,,,,,,,,
2022-03-11,8.0,8.09,7.22,7.45,399505610.0,3040508969.0,,,,,,,,,,,,,,,
2022-03-18,7.28,7.61,6.29,7.06,253604122.0,1729469710.0,,,,,,,,,,,,,,,
2022-03-25,7.03,7.9,7.03,7.64,260672119.0,1967375443.0,,,,,,,,,,,,,,,
2022-04-01,7.74,8.25,7.66,8.08,267159425.0,2123369439.0,,,,,,,,,,,,,,,
2022-04-08,8.03,8.16,7.75,8.11,124777569.0,999021555.0,,,,,,,,,,,,,,,
2022-04-15,8.01,10.67,7.91,9.94,652906152.0,6304469851.0,,,,,,,,,,,,,,,
2022-04-22,9.7,10.13,8.86,9.09,397423227.0,3785833574.0,,,,,,,,,,,,,,,
2022-04-29,8.85,9.69,8.1,9.4,417893267.0,3714345848.0,,,,,,,,,,,,,,,
2022-05-06,9.4,9.74,9.17,9.42,139494121.0,1321606839.0,,,,,,,,,,,,,,,
2022-05-13,9.15,9.52,8.33,9.36,320139668.0,2892902819.0,,,,,,,,,,,,,,,
2022-05-20,9.37,9.82,8.94,9.76,260127968.0,2461966886.0,,,,,,,,,,,,,,,
2022-05-27,9.79,10.49,9.59,10.3,257423667.0,2581049968.0,,,,,,,,,,,,,,,
2022-06-03,10.36,10.39,9.84,9.89,158739799.0,1593519432.0,,,,,,,,,,,,,,,
2022-06-10,9.94,11.36,9.79,11.25,319458450.0,3402923850.0,,,,,,,,,,,,,,248937471.0,1.2832879225321607
2022-06-17,11.16,11.69,10.36,10.6,285717852.0,3155018755.0,,,,,,,,,,,10.36,,,255334942.0,1.1189923704214364
2022-06-24,10.3,10.35,9.43,9.8,249393534.0,2456016822.0,,,,,,,,,,,10.368,,,253327408.75,0.9844711838746112
2022-07-01,9.8,10.68,9.78,10.34,189802793.0,1959521599.0,,,,,,,,,,,10.376,,,261093157.25,0.7269542986079157
2022-07-08,10.29,10.95,9.93,10.16,227735899.0,2349039247.0,,,,,,,,,,,10.43,,,238162519.5,0.9562205651758736
2022-07-15,10.1,10.19,9.18,9.18,213954791.0,2063758850.0,,,,,,,,,,,10.016000000000002,,,220221754.25,0.9715424878375748
2022-07-22,9.23,9.61,8.95,9.1,159557175.0,1488018044.0,,,,,,,,,,,9.716,10.038,,197762664.5,0.8068114140927748
2022-07-29,9.12,9.35,8.68,8.74,149346420.0,1355977242.0,,,,,,,,,,,9.504,9.935999999999998,,187648571.25,0.795883597754811
2022-08-05,8.71,8.9,8.32,8.52,129717370.0,1120810521.0,,,,,,,,,,,9.14,9.758,,163143939.0,0.7951099550195364
2022-08-12,8.46,9.35,8.43,9.27,157193153.0,1416601146.0,,,,,,,,,,,8.962,9.695999999999998,,148953529.5,1.0553167389027864
