date,open,high,low,close,volume,amount,rsi,ema_20,ema_50,ema_60,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,ma_5,ma_10,ma_20,volume_ma,volume_ratio
2022-05-20,17.06,18.07,16.54,17.83,217983092.0,3758194370.0,,,,,,,,,,,,,,,
2022-05-27,18.0,19.68,17.88,19.36,326406082.0,6113808364.0,,,,,,,,,,,,,,,
2022-06-03,19.38,19.42,18.54,18.75,228947552.0,4340574753.0,,,,,,,,,,,,,,,
2022-06-10,18.84,21.49,18.79,21.3,313619386.0,6318836986.0,,,,,,,,,,,,,,271739028.0,1.1541197755369905
2022-06-17,21.06,21.93,19.92,20.73,298120536.0,6273546572.0,,,,,,,,,,,19.594,,,291773389.0,1.0217536870711674
2022-06-24,20.3,20.36,18.99,19.82,319890285.0,6279619665.0,,,,,,,,,,,19.992,,,290144439.75,1.1025208178231167
2022-07-01,19.81,22.01,19.78,21.76,280336261.0,5907573428.0,,,,,,,,,,,20.472,,,302991617.0,0.9252277794867176
2022-07-08,21.75,23.11,19.75,20.03,368316361.0,7963230453.0,,,,,,,,,,,20.728,,,316665860.75,1.1631072580027084
2022-07-15,19.95,20.55,19.0,19.24,253313825.0,5024183381.0,,,,,,,,,,,20.316000000000003,,,305464183.0,0.8292750479358164
2022-07-22,19.53,20.29,18.31,18.62,225149338.0,4362384714.0,,,,,,,,,,,19.894000000000002,19.744,,281778946.25,0.7990282489034611
2022-07-29,18.6,19.85,18.56,19.11,154896320.0,2993898789.0,,,,,,,,,,,19.752000000000002,19.872000000000003,,250418961.0,0.6185486888910141
2022-08-05,19.08,19.61,18.21,18.55,206632547.0,3927241357.0,,,,,,,,,,,19.11,19.791000000000004,,209998007.5,0.983973845561368
2022-08-12,18.4,21.02,18.3,20.91,185003321.0,3721705437.0,,,,,,,,,,,19.285999999999998,20.007,,192920381.5,0.9589620317021817
2022-08-19,20.95,21.6,20.44,21.08,164549068.0,3450101529.0,,,,,,,,,,,19.654,19.985000000000003,,177770314.0,0.9256273688080452
2022-08-26,21.32,24.01,21.32,22.64,365803947.0,8239269213.0,64.67358145210494,,,,,,,,,,20.458,20.176000000000005,,230497220.75,1.5870210747432625
2022-09-02,22.6,24.2,21.81,23.11,330804499.0,7542908647.0,65.73184611882542,,,,,,,,,,21.258,20.505000000000006,,261540208.75,1.2648322817399296
2022-09-09,23.47,25.37,23.12,25.03,276740321.0,6823541801.0,69.72216463424068,,,,,,,,,,22.554,20.832000000000008,,284474458.75,0.9728125407673353
2022-09-16,25.03,25.18,22.43,22.62,245652287.0,5822935098.0,60.24009764313574,,,,,,,,,,22.896,21.091000000000008,,304750263.5,0.8060773571734746
