date,open,high,low,close,volume,amount,turnover_rate,rsi,ema_20,ema_50,ema_60,macd,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,ma_5,ma_10,ma_20,volume_ma,volume_ratio
2023-12-29,27.6,28.13,27.05,27.82,2911764,8049637849.0,1.41,,27.82,27.82,27.82,,,,,,,,,,,
2024-01-05,27.95,28.78,27.36,28.29,2803886,7836817212.0,1.36,,28.066750000000003,28.059699999999996,28.05891666666667,,,,,,,,,,,
2024-01-12,28.17,28.78,27.85,28.54,3142275,8887242737.0,1.52,,28.24052456286428,28.226245833888814,28.224652347004906,,,,,,,,,,,
2024-01-19,28.5,29.9,28.37,29.73,4908237,14324393123.0,2.38,,28.670513092269328,28.62503530587765,28.620011640285107,,,,,,,,,,,
2024-01-26,29.76,31.35,29.38,31.12,5655076,17182480276.0,2.74,,29.263023130568246,29.1647295378184,29.153888511106665,,,,,,,29.1,,,,
2024-02-02,31.2,31.6,29.64,30.23,4238764,13051720877.0,2.05,,29.46701108102636,29.360492600331405,29.348512768678138,,,,,,,29.582,,,,
2024-02-08,30.23,31.48,30.06,31.4,4109652,12728982765.0,1.99,,29.832491440629205,29.687954175327953,29.67168900380274,,,,,,,30.204,,,,
2024-02-23,31.99,33.4,31.29,32.95,4403160,14260426770.0,2.13,,30.371368459942317,30.155029003407623,30.1308514703217,,,,,,,31.086000000000002,,,,
2024-03-01,32.86,33.06,31.6,31.94,2819691,9053297490.0,1.37,,30.622984629201845,30.3865395136349,30.359693310590757,,,,,,,31.528000000000002,,,,
2024-03-08,31.76,32.26,31.31,31.67,2962044,9432515491.0,1.44,,30.780656071829487,30.539191577057643,30.51123570230174,,,,,,,31.637999999999998,30.369,,,
2024-03-15,31.55,32.15,31.0,31.18,3006134,9464879568.0,1.46,,30.837639585082055,30.609780468475552,30.58266214783243,,,,,,,31.827999999999996,30.705000000000002,,,
2024-03-22,31.15,31.76,30.66,31.2,2706835,8432744469.0,1.31,,30.887003275750484,30.670489941145,30.644052173940906,,,,,,,31.788,30.996,,,
2024-03-29,31.11,32.66,30.92,32.2,3718898,11975103051.0,1.8,,31.05882731890107,30.818400490453897,30.78911143125164,,,,,,,31.637999999999998,31.362000000000002,,,
2024-04-03,32.18,32.92,32.18,32.23,1604853,5227525029.0,0.78,,31.20681934195856,30.947487493308852,30.915787302959124,,,,,,,31.696000000000005,31.612000000000002,,,
2024-04-12,32.24,32.68,32.03,32.12,2288029,7405140995.0,1.11,71.84959349593494,31.318727852202187,31.049388188130276,31.016124385382476,,,,,,,31.786,31.712,,,
2024-04-19,32.1,34.1,32.09,33.62,4001370,13276031454.0,1.94,75.81923180230994,31.59324715946334,31.2626251127179,31.222647202269133,,,,,,,32.274,32.051,,,
2024-04-26,33.78,34.87,33.05,34.48,3437752,11661155472.0,1.67,77.75597285841901,31.929520503963378,31.51832872363273,31.46951376741653,,,,,,,32.93,32.358999999999995,,,
2024-04-30,34.4,35.16,34.05,34.31,1686106,5837767440.0,0.82,76.45242233310479,32.20104878423702,31.731612343384707,31.675911825843876,,,,,,,33.352,32.495,,,
2024-05-10,35.1,35.85,34.55,35.62,3340172,11699231814.0,1.62,79.32834041672496,32.58382357008809,32.018034658284584,31.951511030472357,,,,,,,34.029999999999994,32.863,,,
2024-05-17,35.44,36.9,34.69,36.85,4318878,15478173891.0,2.09,81.60057434053573,33.05359697129577,32.36211003271785,32.28155908716166,,,,36.4682189148788,31.875,27.281781085121203,34.976,33.381,31.875,3403178.8,1.2690717278798282
2024-05-24,36.85,37.0,34.66,34.74,3819752,13692330770.0,1.85,67.82711405689761,33.236574296964385,32.52618601160487,32.44166459627505,,,,36.576667113084,32.221,27.865332886915994,35.2,33.737,32.221,3448578.2,1.1076309651322391
2024-05-31,34.85,35.33,34.18,34.28,2606347,9043301045.0,1.26,65.24167097677963,33.34830564998678,32.643700179124814,32.55763558722487,,,,36.56653250110536,32.5205,28.47446749889464,35.160000000000004,34.045,32.5205,3438701.25,0.7579451689791313
