ex_date,dividend_amount,bonus_ratio,transfer_ratio,allotment_ratio,allotment_price
2008-07-10,0.05603,0.0,0.0,0,0
2009-07-16,0.13872,0.0,0.0,0,0
2010-07-15,0.13486,0.0,0.0,0,0
2011-06-13,0.1407,0.0,0.0,0,0
2012-06-08,0.1935,0.0,0.0,0,0
2013-05-27,0.1995,0.0,0.0,0,0
2014-05-23,0.07695,0.0,0.0,0,0
2015-07-06,0.0228,0.0,0.0,0,0
2017-07-24,0.039,0.0,0.0,0,0
2018-07-18,0.055,0.0,0.0,0,0
2019-07-16,0.078,0.0,0.0,0,0
2020-07-07,0.127,0.0,0.0,0,0
2021-06-17,0.134,0.0,0.0,0,0
2022-07-29,0.301,0.0,0.0,0,0
2023-07-26,0.413,0.0,0.0,0,0
2024-08-20,0.113,0.0,0.0,0,0
2024-10-23,0.221,0.0,0.0,0,0
2025-10-22,0.166,0.0,0.0,0,0
