ex_date,dividend_amount,bonus_ratio,transfer_ratio,allotment_ratio,allotment_price
1991-06-08,0.0,0.2,0.0,0,0
1992-03-30,0.0,0.2,0.0,0,0
1993-04-05,0.06,0.5,0.0,0,0
1994-06-21,0.15,0.35,0.0,0,0
1995-07-04,0.15,0.15,0.0,0,0
1996-08-06,0.13999999999999999,0.1,0.0,0,0
1997-06-27,0.1,0.15,0.0,0,0
1998-07-10,0.15,0.1,0.0,0,0
1999-08-06,0.1,0.1,0.0,0,0
2000-08-17,0.15,0.0,0.0,0,0
2001-08-21,0.18,0.0,0.0,0,0
2002-07-17,0.2,0.0,0.0,0,0
2003-05-23,0.2,0.0,1.0,0,0
2004-05-26,0.05,0.1,0.4,0,0
2005-06-29,0.15,0.0,0.5,0,0
2006-07-21,0.15,0.0,0.0,0,0
2007-05-16,0.15,0.0,0.5,0,0
2008-06-16,0.1,0.0,0.6,0,0
2009-06-08,0.05,0.0,0.0,0,0
2010-05-18,0.06999999999999999,0.0,0.0,0,0
2011-05-27,0.1,0.0,0.0,0,0
2012-07-05,0.13,0.0,0.0,0,0
2013-05-16,0.18,0.0,0.0,0,0
2014-05-08,0.41,0.0,0.0,0,0
2015-07-21,0.5,0.0,0.0,0,0
2016-07-29,0.72,0.0,0.0,0,0
2017-08-29,0.79,0.0,0.0,0,0
2018-08-23,0.9,0.0,0.0,0,0
2019-08-15,1.0451000000000001,0.0,0.0,0,0
2020-08-14,1.01661,0.0,0.0,0,0
2021-08-25,1.25,0.0,0.0,0,0
2022-08-25,0.976126,0.0,0.0,0,0
2023-08-25,0.6799999999999999,0.0,0.0,0,0
