ex_date,dividend_amount,bonus_ratio,transfer_ratio,allotment_ratio,allotment_price
2004-06-01,0.072,0.0,0.0,0,0
2005-05-24,0.168,0.0,0.0,0,0
2005-08-12,0.1566,0.0,0.00421,0,0
2006-06-07,0.1701,0.0,0.0,0,0
2007-06-11,0.21179,0.0,0.0,0,0
2008-07-22,0.26714,0.0,0.0,0,0
2009-08-07,0.19427,0.0,0.0,0,0
2010-07-20,0.33324,0.0,0.05,0,0
2011-06-23,0.23021,0.0,0.0,0,0
2012-07-02,0.22916,0.0,0.0,0,0
2013-07-01,0.31499,0.0,0.0,0,0
2014-07-11,0.2664,0.0,0.0,0,0
2015-06-30,0.36015,0.0,0.0,0,0
2016-07-19,0.4,0.0,0.0,0,0
2017-07-14,0.725,0.0,0.0,0,0
2018-06-22,0.68,0.0,0.0,0,0
2019-07-18,0.68,0.0,0.0,0,0
2020-07-17,0.68,0.0,0.0,0,0
2021-07-16,0.7,0.0,0.0,0,0
2022-07-21,0.8153,0.0,0.0,0,0
2023-07-21,0.8533,0.0,0.0,0,0
2024-07-19,0.82,0.0,0.0,0,0
2025-01-24,0.21,0.0,0.0,0,0
2025-07-18,0.733,0.0,0.0,0,0
