ex_date,dividend_amount,bonus_ratio,transfer_ratio,allotment_ratio,allotment_price
2017-06-09,0.24700000000000003,0.0,0.0,0,0
2018-05-10,0.282,0.0,0.0,0,0
2019-06-19,0.376,0.0,0.0,0,0
2020-05-25,0.47400000000000003,0.0,0.0,0,0
2021-07-02,0.742,0.0,0.0,0,0
2022-06-29,0.6990000000000001,0.0,0.0,0,0
2023-06-05,1.127,0.0,0.0,0,0
2023-10-12,0.755,0.0,0.0,0,0
2024-06-14,1.775,0.0,0.0,0,0
2024-09-25,1.3800000000000001,0.0,0.0,0,0
2025-01-23,0.95,0.0,0.0,0,0
2025-06-17,1.0150000000000001,0.0,0.0,0,0
,0.95,0.0,0.0,0,0
