ex_date,dividend_amount,bonus_ratio,transfer_ratio,allotment_ratio,allotment_price
1995-07-11,0.4,0.0,0.0,0,0
1996-08-22,0.15,0.1,0.0,0,0
1997-07-22,0.24,0.0,0.0,0,0
1998-11-23,0.2,0.0,0.0,0,0
2000-08-21,0.2,0.0,0.0,0,0
2001-08-14,0.2,0.0,0.0,0,0
2002-08-22,0.125,0.0,0.0,0,0
2003-07-24,0.125,0.0,0.0,0,0
2004-07-16,0.25,0.0,0.0,0,0
2005-08-22,0.1,0.0,0.0,0,0
2007-08-10,0.02,0.0,0.0,0,0
2008-06-27,0.08499999999999999,0.0,0.0,0,0
2010-08-06,0.02,0.0,0.0,0,0
2011-07-15,0.02,0.0,0.0,0,0
2012-06-15,0.01,0.0,0.0,0,0
2013-07-10,0.04,0.0,0.0,0,0
2014-07-04,0.3,0.0,0.0,0,0
2015-07-29,0.18,0.0,0.0,0,0
2015-11-20,0.023,0.2,0.5,0,0
2016-06-28,0.3,0.0,0.0,0,0
2017-06-28,0.05,0.0,0.0,0,0
2018-06-11,0.01,0.0,0.0,0,0
2019-05-31,0.044,0.0,0.0,0,0
2020-07-07,0.119,0.0,0.0,0,0
2021-05-28,0.076,0.0,0.0,0,0
2023-06-20,0.048,0.0,0.0,0,0
2024-05-30,0.221,0.0,0.0,0,0
2025-06-25,0.319,0.0,0.0,0,0
