ex_date,dividend_amount,bonus_ratio,transfer_ratio,allotment_ratio,allotment_price
2011-05-27,0.36,0.0,0.05,0,0
2012-05-17,0.18,0.0,0.0,0,0
2013-06-20,0.19,0.0,0.0,0,0
2014-07-04,0.1425,0.0,0.1,0,0
2015-06-05,0.095,0.0,0.0,0,0
2016-06-24,0.15,0.0,0.1,0,0
2017-07-07,0.1,0.0,0.0,0,0
2018-05-29,0.4,0.0,0.05,0,0
2019-07-26,0.3,0.0,0.0,0,0
2020-07-22,0.3,0.0,0.0,0,0
2021-07-14,0.3,0.0,0.0,0,0
2022-07-04,0.3,0.0,0.04,0,0
2023-07-12,1.0,0.0,0.0,0,0
2024-07-24,0.8,0.0,0.0,0,0
2025-07-17,0.15,0.0,0.0,0,0
,0.0,0.0,0.04,0,0
,0.0,0.0,0.04,0,0
