ex_date,dividend_amount,bonus_ratio,transfer_ratio,allotment_ratio,allotment_price
1998-06-22,0.096,0.0,0.0,0,0
1999-04-28,0.08,0.0,0.0,0,0
2000-06-23,0.08,0.0,0.0,0,0
2000-08-31,0.0,0.03,0.06,0,0
2001-08-03,0.04,0.0,0.0,0,0
2002-05-29,0.08,0.0,0.0,0,0
2003-05-30,0.0,0.01,0.03,0,0
2004-06-22,0.04,0.0,0.0,0,0
2005-05-23,0.016,0.0,0.0,0,0
2006-07-13,0.027,0.0,0.0,0,0
2007-06-13,0.0008,0.01,0.04,0,0
2008-06-10,0.0135,0.0,0.0,0,0
2009-05-14,0.0378,0.0,0.0,0,0
2010-06-07,0.036,0.0,0.0,0,0
2011-06-08,0.036,0.0,0.0,0,0
2012-07-03,0.063,0.0,0.0,0,0
2013-07-02,0.095,0.0,0.0,0,0
2014-07-07,0.114,0.0,0.0,0,0
2015-07-22,0.1425,0.0,0.1,0,0
2016-07-22,0.1,0.0,0.0,0,0
2017-06-16,0.11,0.0,0.0,0,0
2018-07-05,0.16,0.0,0.0,0,0
2020-07-28,0.05,0.0,0.0,0,0
2021-07-27,0.1,0.0,0.0,0,0
2022-07-25,0.15,0.0,0.0,0,0
2023-06-16,0.16,0.0,0.0,0,0
2024-06-24,0.46,0.0,0.0,0,0
2024-10-11,0.15,0.0,0.0,0,0
2025-08-19,0.32,0.0,0.0,0,0
